"year","municip_number","municip","sea_area","population","popgrowth","unemployed","percent_wforce","distance","distance_rank","aqua_prod_ton","total_catch_ton","total_catch_ton_coast","total_catch_ton_11m","totobs"
2018,1911,"Kvaefjord",189.03,2928,-24,33,62.1,1806.774,39,6937.930908,111.24434,111.24434,67.70747,14
2018,1913,"Skanland",85.75,2994,13,31,60.6,1844.254,41,3711.088007,0,0,0,14
2018,1917,"Ibestad",351.66,1380,1,26,58.6,1875.689,45,17283.563421,0,0,0,14
2018,1919,"Gratangen",61.93,1117,-25,9,59.4,1883.657,46,NA,0,0,0,13
2018,1920,"Lavangen",22.93,1061,1,12,58.3,1896.465,49,358.207921,0,0,0,14
2018,1923,"Salangen",63.61,2226,5,13,60.8,1900.846,51,4101.116924,0,0,0,13
2018,1926,"Dyroy",181.21,1165,-10,5,58.6,1900.833,50,13119.147448,0,0,0,14
2018,1927,"Tranoy",414.56,1536,10,11,62,1894.122,48,18904.046201,0,0,0,14
2018,1928,"Torsken",832.68,943,2,22,60.1,1890.295,47,3575.365029,2591.99736,2275.75192,657.47526,14
2018,1929,"Berg",836.66,902,2,NA,68.2,1910.705,52,6311.866556,18195.40121,11529.56802,1986.68261,14
2018,1931,"Lenvik",702.95,11644,27,85,66.2,1925.114,54,15763.900654,3003.42114,2832.01133,962.6699,14
2018,1936,"Karlsoy",4796.75,2263,-8,21,62.8,2036.172,59,13280.781528,15595.92731,11492.49031,3552.39852,14
2018,1938,"Lyngen",487.07,2877,-2,21,62.8,2039.693,60,3701.2574,272.83889,272.66789,4.24065,14
2018,1940,"Kafjord",124.17,2132,-23,26,63.2,2051.994,61,424.835036,145.4047,145.4047,133.99536,14
2018,1941,"Skjervoy",1088,2925,2,21,66.1,2077.385,62,18943.6698,6540.43197,3914.53888,1895.60614,14
2018,1942,"Nordreisa",243.72,4944,1,51,63.7,2083.479,63,7128.126138,183.95268,183.95268,149.23452,14
2018,1943,"Kvaenangen",573.01,1224,0,16,63.6,2110.984,64,9507.924881,320.86684,320.86684,253.83572,14
2018,1804,"Bodo",3431.45,51558,123,404,70.3,1625.878,22,11414.301313,1614.25324,1604.25324,676.46226,14
2018,1805,"Narvik",200.61,18638,-23,196,64.4,1848.003,43,1555.224935,1.604,1.604,0,14
2018,1811,"Bindal",641.29,1486,-17,9,61,1333.778,1,4181.372,127.5415,127.5415,112.32254,14
2018,1812,"Somna",594.84,2020,-8,13,66.1,1341.503,2,656.408458,0,0,0,14
2018,1813,"Bronnoy",1052.81,7948,-7,72,65.4,1359.248,3,17913.733767,470.7574,470.7574,325.14076,14
2018,1815,"Vega",2756.44,1221,-2,11,63.8,1375.174,4,2368.284433,210.44093,210.44093,181.17323,14
2018,1816,"Vevelstad",122.2,506,0,4,60.2,1379.621,5,6443.898099,0,0,0,14
2018,1818,"Heroy",2197.73,1790,-9,28,61.7,1418.72,8,18536.920463,188.47566,188.47566,148.11639,14
2018,1820,"Alstahaug",397.61,7450,0,68,64.4,1400.557,6,5195.401354,0,0,0,14
2018,1822,"Leirfjord",130.95,2307,2,25,64.4,1441.841,10,1359.711116,11.02,11.02,0,14
2018,1824,"Vefsn",101.49,13448,9,79,67.4,1409.307,7,864.815453,0.081,0.081,0.081,14
2018,1827,"Donna",567.37,1403,7,5,63,1438.247,9,12118.585742,606.85527,606.85527,362.68344,14
2018,1828,"Nesna",219.63,1805,21,17,64.2,1455.901,12,1907.301173,4.87335,4.87335,0,14
2018,1833,"Rana",128.29,26230,-18,238,66.4,1502.259,15,2670.707767,1.50367,1.50367,0.89859,14
2018,1834,"Luroy",1072.51,1920,-5,11,67.3,1467.93,13,11356.997055,95.42028,95.42028,3.77238,14
2018,1835,"Traena",1777.3,454,2,4,67.5,1468.945,14,1837.861723,6287.58607,2771.64607,497.184,14
2018,1836,"Rodoy",2391.77,1249,-5,4,68.4,1502.26,16,31650.389706,558.37517,558.37517,292.49135,14
2018,1837,"Meloy",1872.46,6346,-6,111,63.7,1505.621,18,12299.812856,496.82134,496.82134,294.38616,14
2018,1838,"Gildeskal",837.6,1998,3,18,63.2,1509.91,19,10078.186813,31.61063,31.61063,29.72433,14
2018,1840,"Saltdal",29.77,4691,-15,42,65.5,1502.261,17,4261.142265,0.25225,0.25225,0,14
2018,1841,"Fauske",84.29,9775,8,104,64.8,1625.878,22,1978.756231,0,0,0,14
2018,1845,"Sorfold",192.04,1979,-9,NA,60.4,1711.852,28,13463.695006,140.50681,140.50681,27.92725,14
2018,1848,"Steigen",2475.41,2534,22,12,63.1,1711.846,27,15816.498335,747.46407,747.46407,519.38338,14
2018,1849,"Hamaroy",528.96,1801,-13,13,64,1724.582,30,5065.211387,0,0,0,14
2018,1850,"Tysfjord",465.3,1953,-7,26,57,1743.794,31,18191.119762,136.33073,136.33073,115.34639,14
2018,1851,"Lodingen",516.46,2102,-11,18,60.6,1754.722,33,8034.920543,12681.33871,5541.97871,340.81052,14
2018,1854,"Ballangen",260.93,2522,-2,30,54.9,1791.624,35,6012.780837,0,0,0,14
2018,1859,"Flakstad",994.01,1301,4,24,64.6,1680.052,25,1511.648602,9402.85682,9402.85682,3439.57292,14
2018,1860,"Vestvagoy",1685.01,11397,17,264,65.4,1703.182,26,3328.527673,12611.48685,12026.84327,4201.84246,14
2018,1865,"Vagan",1608.35,9611,-11,130,67.3,1720.912,29,423.909891,18227.00963,17200.83662,7754.61027,14
2018,1866,"Hadsel",617.87,8042,10,91,63.3,1753.946,32,6531.470234,200.8545,200.8545,192.00123,14
2018,1867,"Bo",1579.07,2623,-2,27,58.8,1760.852,34,5808.030778,2777.86005,2351.20605,1153.54342,14
2018,1868,"Oksnes",1495.68,4541,-4,50,64.2,1803.767,38,10501.767378,26533.96262,20325.9064,7428.42694,14
2018,1870,"Sortland",371.13,10401,28,110,66.2,1796.622,36,8708.401114,1.13763,1.13763,1.13763,14
2005,2004,"Hammerfest",2379.58,9261,13,197,72.6,2187.8,68,3754.205928,15859.2755,11058.7494,1702.0757,14
2005,2012,"Alta",708.22,17628,76,464,68.6,2142.243,66,18556.895445,96.3164,96.3164,64.6941,14
2005,2014,"Loppa",2119.69,1266,-22,81,61.4,2114.266,65,4366.246411,2553.3737,2472.3107,873.5394,14
2005,2017,"Kvalsund",299.43,1080,-2,29,61.5,2196.698,69,1340.382824,355.1067,355.1067,122.4458,14
2005,2019,"Nordkapp",3172.78,3415,12,178,64.1,2302.882,72,229.582,12909.6813,12824.9093,4840.3929,14
2005,2022,"Lebesby",2269.84,1430,-10,61,60.2,2339.808,73,758.095434,4578.5845,4490.7381,1463.7619,14
2005,2023,"Gamvik",1688.92,1114,-26,56,63.7,2391.313,74,774.463,6187.2208,5597.483,1715.38,14
2005,2027,"Nesseby",200.5,901,-1,37,62.8,2452.245,77,1607.358578,144.0572,144.0572,130.7271,14
2005,2030,"Sor-Varanger",1135.7,9463,-29,263,68.3,2587.5,81,333.026,435.1423,435.1423,321.1395,14
2005,1902,"Tromso",2767.33,62558,416,1225,72.5,1963.832,58,3560.745607,32880.1141,20199.4291,1951.0859,14
2005,1903,"Harstad",1075.25,NA,NA,NA,NA,1850.033,44,4108.036155,1012.9583,1012.9583,635.5758,14
2005,1911,"Kvaefjord",189.03,3072,3,42,64.6,1806.774,39,4352.943719,187.8455,187.8455,143.5007,14
2005,1913,"Skanland",85.75,2954,-25,73,64,1844.254,41,2335.461395,0,0,0,14
2005,1917,"Ibestad",351.66,1649,-8,35,56.7,1875.689,45,3355.580262,0.072,0.072,0,14
2005,1919,"Gratangen",61.93,1268,-2,35,56.7,1883.657,46,3700.167154,0.1013,0.1013,0.1013,13
2005,1920,"Lavangen",22.93,1029,10,29,61.8,1896.465,49,501.552882,0.1875,0.1875,0,14
2005,1923,"Salangen",63.61,2244,-6,36,64.6,1900.846,51,2685.575908,0,0,0,13
2005,1926,"Dyroy",181.21,1288,0,29,62.7,1900.833,50,5143.573293,0,0,0,14
2005,1927,"Tranoy",414.56,1632,-8,28,62.4,1894.122,48,5000.446141,0,0,0,14
2005,1928,"Torsken",832.68,1033,-13,22,63.9,1890.295,47,3442.741236,6921.3368,6203.8648,817.4555,14
2005,1929,"Berg",836.66,1014,6,19,67.9,1910.705,52,2904.700404,22636.5315,16387.6245,1018.7471,14
2005,1931,"Lenvik",702.95,11035,-9,217,65,1925.114,54,1164.20346,3412.8568,3297.8568,463.4817,14
2005,1936,"Karlsoy",4796.75,2372,-13,78,66.1,2036.172,59,3153.442241,9208.2153,8466.4146,2269.6044,14
2005,1938,"Lyngen",487.07,3158,-6,131,65.5,2039.693,60,2394.568251,80.673,80.673,0.237,14
2005,1940,"Kafjord",124.17,2288,-19,77,60.5,2051.994,61,2943.137034,370.6947,370.6947,357.0832,14
2005,1941,"Skjervoy",1088,3003,-7,141,64.5,2077.385,62,6553.47555,6330.3783,6118.7572,1317.8396,14
2005,1942,"Nordreisa",243.72,4744,7,161,66,2083.479,63,3225.714706,298.8264,298.8264,230.4712,14
2005,1943,"Kvaenangen",573.01,1401,-3,46,60.3,2110.984,64,5629.258858,604.6214,604.6214,510.954,14
2005,1804,"Bodo",3431.45,44414,119,989,71.2,1625.878,22,342.154779,44091.3857,25410.8567,409.2172,14
2005,1811,"Bindal",641.29,1778,-10,29,61,1333.778,1,1773.994385,145.7824,145.7824,134.112,14
2005,1812,"Somna",594.84,2075,-13,26,67.5,1341.503,2,4266.908258,3.4086,3.4086,3.4086,14
2005,1813,"Bronnoy",1052.81,7585,-16,122,66.5,1359.248,3,1611.251035,367.5733,367.5733,309.3692,14
2005,1815,"Vega",2756.44,1356,-8,30,66.5,1375.174,4,722.991653,172.0283,172.0283,156.5744,14
2005,1816,"Vevelstad",122.2,524,-5,NA,66,1379.621,5,424.869348,0,0,0,14
2005,1818,"Heroy",2197.73,1739,-1,62,63.1,1418.72,8,750.516545,782.3864,782.3864,550.5852,14
2005,1820,"Alstahaug",397.61,7398,-19,227,64.9,1400.557,6,4098.260765,2.8483,2.8483,2.5331,14
2005,1824,"Vefsn",101.49,13486,-27,297,66.2,1409.307,7,1676.524266,0.2065,0.2065,0.2065,14
2005,1827,"Donna",567.37,1528,-5,39,64.2,1438.247,9,3927.00907,454.9205,454.9205,167.2411,14
2005,1828,"Nesna",219.63,1801,-8,29,65.3,1455.901,12,1315.955447,9.2156,9.2156,9.2156,14
2005,1833,"Rana",128.29,25320,27,629,63.5,1502.259,15,2515.529399,0,0,0,14
2005,1834,"Luroy",1072.51,2028,-15,50,65,1467.93,13,5293.795345,208.3861,208.3861,162.3456,14
2005,1835,"Traena",1777.3,444,1,6,72.4,1468.945,14,1189.78545,23392.6402,11437.6092,659.5718,14
2005,1836,"Rodoy",2391.77,1443,-26,32,68.1,1502.26,16,9305.197991,587.3291,587.3291,398.6586,14
2005,1837,"Meloy",1872.46,6759,-25,119,66.4,1505.621,18,6228.463047,669.6959,669.6959,495.6268,14
2005,1838,"Gildeskal",837.6,2178,2,38,64.4,1509.91,19,6419.499983,113.8987,113.8987,66.3898,14
2005,1840,"Saltdal",29.77,4800,-19,176,65.8,1502.261,17,816.275121,0.7854,0.7854,0.7854,14
2005,1841,"Fauske",84.29,9549,0,325,64.3,1625.878,22,938.41742,53.0295,53.0295,50.0251,14
2005,1845,"Sorfold",192.04,2153,5,76,60.8,1711.852,28,5703.938558,168.1242,168.1242,146.3321,14
2005,1848,"Steigen",2475.41,2802,-18,86,63.5,1711.846,27,6958.914299,839.0876,839.0876,490.2954,14
2005,1849,"Hamaroy",528.96,1836,-13,61,61.5,1724.582,30,2475.057207,0,0,0,14
2005,1850,"Tysfjord",465.3,2150,-11,67,58.6,1743.794,31,177.054426,899.9534,899.9534,623.8873,14
2005,1851,"Lodingen",516.46,2349,-5,63,63.7,1754.722,33,1737.982965,31657.4642,20478.0112,18.4362,14
2005,1854,"Ballangen",260.93,2736,-10,78,59.2,1791.624,35,833.739187,0,0,0,14
2005,1859,"Flakstad",994.01,1470,5,38,62.8,1680.052,25,1605.962919,5948.8874,5948.8874,2127.3223,14
2005,1860,"Vestvagoy",1685.01,10764,-18,327,64,1703.182,26,NA,7949.3321,7949.3321,1182.8425,14
2005,1865,"Vagan",1608.35,9034,-28,258,65.6,1720.912,29,8014.323758,45408.6832,39981.241,2065.2611,14
2005,1866,"Hadsel",617.87,8039,13,201,65.8,1753.946,32,7128.873601,642.0736,642.0736,137.9568,14
2005,1867,"Bo",1579.07,3003,-10,103,58,1760.852,34,3049.089626,8353.9574,7166.7644,802.8336,14
2005,1868,"Oksnes",1495.68,4550,19,153,65.2,1803.767,38,9202.758955,8722.6848,8722.6848,1931.1413,14
2005,1870,"Sortland",371.13,9536,37,252,69.1,1796.622,36,2964.265905,5742.4245,5664.4725,4.0395,14
2008,1933,"Balsfjord",244.81,5529,-29,54,66.6,1925.853,56,0,123.265,123.265,98.3288,10
2011,2018,"Masoy",2746.77,1228,2,32,62.3,2246.06,70,2081.365091,29844.4647,24395.462,3900.8059,14
2011,1805,"Narvik",200.61,18380,31,237,66.9,1848.003,43,NA,8.2752,8.2752,4.3872,14
2011,1822,"Leirfjord",130.95,2160,-25,52,64.3,1441.841,10,188.637052,10.65,10.65,0,14
2014,2015,"Hasvik",2212.36,1037,14,38,61.4,2145.45,67,639.209116,15701.1149,12114.0683,5885.3989,14
2014,1874,"Moskenes",1473.84,1108,-8,28,67.7,1651.719,24,185.051615,8598.0213,7990.7947,2594.8953,14
2016,2028,"Batsfjord",1379.46,2211,35,61,67.2,2476.448,78,892.273679,17175.3359,9664.1987,2268.0988,14
2005,1871,"Andoy",2136.96,5341,-19,110,65.2,1847.183,42,0,10463.2456,9850.8417,712.9099,14
2005,1933,"Balsfjord",244.81,5560,-15,132,65.3,1925.853,56,0,139.913,139.913,110.2499,10
2005,2028,"Batsfjord",1379.46,2185,15,126,64.5,2476.448,78,0,13880.1396,11848.7732,1175.4696,14
2005,2024,"Berlevag",1319.16,1133,-5,38,59.6,2431.304,76,0,6593.5474,6593.5474,781.2062,14
2005,2015,"Hasvik",2212.36,1049,-5,72,62,2145.45,67,0,9340.9468,9340.9468,2214.0251,14
2005,1832,"Hemnes",64.42,4566,-14,91,61.4,1452.152,11,0,4.3693,4.3693,4.3693,10
2005,1822,"Leirfjord",130.95,2156,-21,56,60.4,1441.841,10,0,9.3809,9.3809,2.1999,14
2005,2018,"Masoy",2746.77,1393,-4,78,65.5,2246.06,70,0,9103.6607,8871.4077,2962.1316,14
2005,1874,"Moskenes",1473.84,1201,-13,38,66.2,1651.719,24,0,6219.5634,6219.5634,1736.1448,14
2005,1805,"Narvik",200.61,18512,-70,320,63.7,1848.003,43,0,9.6034,9.6034,5.6784,14
2005,2020,"Porsanger",1123.38,4299,-22,157,63.2,2256.224,71,0,144.9055,144.9055,138.4642,14
2005,1856,"Rost",3361.27,602,-2,11,73.8,1573.298,20,0,13145.0974,13145.0974,5562.0819,14
2005,2003,"Vadso",705.34,6181,-9,242,67.5,2551.576,80,0,70.802,70.802,0.02,14
2005,1857,"Vaeroy",1805.51,743,9,38,68.9,1625.878,22,0,32886.6863,25814.5368,1548.053,14
2005,2002,"Vardo",1886.91,2366,-12,146,61.5,2528.722,79,0,3734.857,3734.857,1364.5231,14
2006,1871,"Andoy",2136.96,5245,-1,91,65.8,1847.183,42,0,11055.1913,10356.315,985.9102,14
2006,1933,"Balsfjord",244.81,5569,2,111,66.8,1925.853,56,0,108.3121,108.3121,93.215,10
2006,2028,"Batsfjord",1379.46,2171,-23,134,66.2,2476.448,78,0,10969.858,8820.796,714.7725,14
2006,2024,"Berlevag",1319.16,1104,-9,33,61.6,2431.304,76,0,5016.3267,5015.2607,674.5743,14
2006,2023,"Gamvik",1688.92,1076,-11,56,63.5,2391.313,74,0,3923.2759,3864.6489,895.407,14
2006,2015,"Hasvik",2212.36,1033,-8,50,62,2145.45,67,0,14507.1133,14429.3113,3646.5524,14
2006,1832,"Hemnes",64.42,4542,-20,81,62.5,1452.152,11,0,3.4905,3.4905,3.374,10
2006,2022,"Lebesby",2269.84,1391,-1,53,64,2339.808,73,0,2854.975,2688.4981,983.1428,14
2006,1822,"Leirfjord",130.95,2156,-8,44,63.5,1441.841,10,0,6.6312,6.6312,0.4567,14
2006,2018,"Masoy",2746.77,1376,-23,41,66.5,2246.06,70,0,16725.0061,16465.1218,3071.0238,14
2006,1874,"Moskenes",1473.84,1183,-6,35,66,1651.719,24,0,5937.7539,5937.7539,1435.3065,14
2006,1805,"Narvik",200.61,18365,-37,300,64.3,1848.003,43,0,13.1717,13.1717,9.6347,14
2006,2020,"Porsanger",1123.38,4222,-17,127,66.2,2256.224,71,0,186.2412,186.2412,168.8369,14
2006,1856,"Rost",3361.27,598,-1,9,74.1,1573.298,20,0,14266.3635,14266.3635,5408.1136,14
2006,2003,"Vadso",705.34,6114,52,167,69.3,2551.576,80,0,64.257,64.257,30.823,14
2006,1857,"Vaeroy",1805.51,748,10,64,66.6,1625.878,22,0,18190.6264,14889.1183,773.0369,14
2006,2002,"Vardo",1886.91,2338,-28,131,60.9,2528.722,79,0,3311.7017,3305.8638,1027.023,14
2007,1871,"Andoy",2136.96,5152,-4,73,67.5,1847.183,42,0,11889.0974,11049.5491,932.0518,14
2007,1933,"Balsfjord",244.81,5569,-11,61,68.1,1925.853,56,0,94.3862,94.3862,77.6126,10
2007,2028,"Batsfjord",1379.46,2113,-14,93,66,2476.448,78,0,12553.0232,9068.372,1236.4588,14
2007,2024,"Berlevag",1319.16,1086,-4,27,61.6,2431.304,76,0,5405.709,5384.3168,651.8124,14
2007,2023,"Gamvik",1688.92,1046,-7,30,63.9,2391.313,74,0,5359.8767,4982.3077,1268.0857,14
2007,2015,"Hasvik",2212.36,1005,-4,27,63.7,2145.45,67,0,11938.698,11623.1772,3995.6044,14
2007,1832,"Hemnes",64.42,4510,-17,57,65.4,1452.152,11,0,3.8808,3.8808,3.6633,10
2007,2022,"Lebesby",2269.84,1357,-16,24,62.6,2339.808,73,0,2849.7531,2838.3287,1324.6794,14
2007,1822,"Leirfjord",130.95,2123,-4,43,66.6,1441.841,10,0,8.4511,8.4511,0.1651,14
2007,2018,"Masoy",2746.77,1319,1,21,65.2,2246.06,70,0,22605.4411,20445.0978,2475.444,14
2007,1874,"Moskenes",1473.84,1156,-18,22,66.7,1651.719,24,0,5239.3001,5083.2861,1166.1457,14
2007,1805,"Narvik",200.61,18301,6,226,67.8,1848.003,43,0,8.2817,8.2817,4.8297,14
2007,2020,"Porsanger",1123.38,4141,-14,78,68.9,2256.224,71,0,301.1673,301.1673,272.3683,14
2007,1856,"Rost",3361.27,591,8,19,75.2,1573.298,20,0,12932.3282,12932.3282,4987.02,14
2007,2003,"Vadso",705.34,6124,-28,123,71.3,2551.576,80,0,0.4206,0.4206,0.4206,14
2007,1857,"Vaeroy",1805.51,748,2,28,61.3,1625.878,22,0,10877.4406,7751.6063,566.5311,14
2007,2002,"Vardo",1886.91,2286,-12,95,62.2,2528.722,79,0,3843.2542,3735.1531,1606.2451,14
2008,1871,"Andoy",2136.96,5078,-14,49,65.6,1847.183,42,0,12540.3289,12075.3577,924.7308,14
2008,2028,"Batsfjord",1379.46,2090,-12,84,69.4,2476.448,78,0,15783.4219,9015.7587,1294.2893,14
2008,2024,"Berlevag",1319.16,1077,-11,36,66.9,2431.304,76,0,4623.3139,4610.8107,825.8875,14
2008,2023,"Gamvik",1688.92,1040,-21,26,63.4,2391.313,74,0,4559.5569,4161.3477,1367.4164,14
2008,2015,"Hasvik",2212.36,998,2,22,64.7,2145.45,67,0,14777.2376,12625.6576,4313.1562,14
2008,1832,"Hemnes",64.42,4478,-8,47,65.3,1452.152,11,0,3.8247,3.8247,3.6072,10
2008,2022,"Lebesby",2269.84,1304,7,36,65.5,2339.808,73,0,3776.3447,3652.6571,1758.8472,14
2008,1822,"Leirfjord",130.95,2090,10,32,66.3,1441.841,10,0,11.5742,11.5742,0,14
2008,2018,"Masoy",2746.77,1333,1,28,65.5,2246.06,70,0,26279.2861,21497.5104,2349.1229,14
2008,1874,"Moskenes",1473.84,1128,-6,27,69.8,1651.719,24,0,5740.3854,5298.0153,1395.3712,14
2008,1805,"Narvik",200.61,18384,-16,212,68.6,1848.003,43,0,8.0845,8.0845,4.7925,14
2008,2020,"Porsanger",1123.38,4059,-22,57,67.3,2256.224,71,0,393.8472,393.8472,364.1242,14
2008,1856,"Rost",3361.27,622,2,25,74.8,1573.298,20,0,13640.9062,13640.9062,5988.0212,14
2008,2003,"Vadso",705.34,6062,10,107,71.4,2551.576,80,0,0.02,0.02,0.02,14
2008,1857,"Vaeroy",1805.51,743,1,37,68.9,1625.878,22,0,19833.4658,12078.5262,736.7087,14
2008,2002,"Vardo",1886.91,2190,-3,99,61.4,2528.722,79,0,3696.0433,3650.776,1515.8543,14
2009,1871,"Andoy",2136.96,5034,-10,61,66.4,1847.183,42,0,11732.363,11732.363,887.1157,14
2009,1933,"Balsfjord",244.81,5497,-6,108,65.4,1925.853,56,0,53.4327,53.4327,45.213,10
2009,2028,"Batsfjord",1379.46,2074,-25,74,68.2,2476.448,78,0,15684.0272,10578.3973,1338.1491,14
2009,2024,"Berlevag",1319.16,1061,-9,41,64.2,2431.304,76,0,4636.5037,4636.5037,546.9276,14
2009,2023,"Gamvik",1688.92,1025,-19,40,60.2,2391.313,74,0,5754.3157,5029.0724,1807.8668,14
2009,2015,"Hasvik",2212.36,970,-4,29,64.7,2145.45,67,0,12509.89,6942.4197,2488.1494,14
2009,1832,"Hemnes",64.42,4527,-1,70,63.5,1452.152,11,0,0.1005,0.1005,0,10
2009,1822,"Leirfjord",130.95,2088,22,39,66.6,1441.841,10,0,13.463,13.463,0,14
2009,2018,"Masoy",2746.77,1309,-20,28,64.9,2246.06,70,0,21307.9984,16825.726,2131.3497,14
2009,1874,"Moskenes",1473.84,1116,-3,18,67.9,1651.719,24,0,6277.6195,5820.3721,1225.0945,14
2009,1805,"Narvik",200.61,18348,50,201,67,1848.003,43,0,7.687,7.687,3.256,14
2009,2020,"Porsanger",1123.38,4000,-4,67,66.4,2256.224,71,0,410.7407,410.7407,369.2672,14
2009,1856,"Rost",3361.27,606,0,13,75.8,1573.298,20,0,12443.7664,12443.7664,5140.1222,14
2009,2003,"Vadso",705.34,6076,-13,97,69.7,2551.576,80,0,16846.576,7380.2659,1.2909,14
2009,1857,"Vaeroy",1805.51,738,9,20,69.6,1625.878,22,0,32807.4307,17402.8209,759.5361,14
2009,2002,"Vardo",1886.91,2144,-19,117,59.4,2528.722,79,0,2888.0154,2888.0154,1485.0587,14
2010,1871,"Andoy",2136.96,5002,9,63,65.1,1847.183,42,0,12339.8038,12214.8608,757.1286,14
2010,1933,"Balsfjord",244.81,5515,7,96,64.2,1925.853,56,0,1.1615,1.1615,0.665,10
2010,2028,"Batsfjord",1379.46,2070,20,63,67.8,2476.448,78,0,12704.8667,8702.5077,1221.2376,14
2010,2024,"Berlevag",1319.16,1044,3,32,63.3,2431.304,76,0,8587.6501,8569.3276,1486.8982,14
2010,2023,"Gamvik",1688.92,1009,3,32,60.4,2391.313,74,0,5797.9321,5528.2513,1992.3354,14
2010,2015,"Hasvik",2212.36,934,17,27,60.9,2145.45,67,0,20560.1237,13435.7041,4727.0959,14
2010,1832,"Hemnes",64.42,4584,2,68,63.4,1452.152,11,0,0.114,0.114,0,10
2010,1940,"Kafjord",124.17,2207,-10,64,62.7,2051.994,61,0,4.0186,4.0186,4.0186,14
2010,1822,"Leirfjord",130.95,2140,15,40,64.8,1441.841,10,0,10.8512,10.8512,0,14
2010,2018,"Masoy",2746.77,1267,1,38,65.3,2246.06,70,0,34012.2881,26189.735,4348.7378,14
2010,1874,"Moskenes",1473.84,1130,-6,25,67.5,1651.719,24,0,4567.0957,4428.9948,1418.5373,14
2010,1805,"Narvik",200.61,18402,19,249,66.9,1848.003,43,0,6.9525,6.9525,3.8505,14
2010,2020,"Porsanger",1123.38,3991,-43,78,66.6,2256.224,71,0,99.0712,99.0712,92.5132,14
2010,1856,"Rost",3361.27,612,-8,17,72,1573.298,20,0,19434.7386,19434.7386,8257.9347,14
2010,2003,"Vadso",705.34,6101,-18,107,70.1,2551.576,80,0,512.3639,512.3639,368.8503,14
2010,1857,"Vaeroy",1805.51,761,-5,19,67,1625.878,22,0,33025.8539,14485.0799,813.1927,14
2010,2002,"Vardo",1886.91,2124,6,80,59.3,2528.722,79,0,3931.1973,3931.1973,1522.6054,14
2011,1871,"Andoy",2136.96,5033,-24,63,64.3,1847.183,42,0,12470.0419,12335.862,942.1938,14
2011,1933,"Balsfjord",244.81,5517,-12,86,65.1,1925.853,56,0,0.8308,0.8308,0.5008,10
2011,2028,"Batsfjord",1379.46,2071,-10,76,68.8,2476.448,78,0,16870.1659,10589.6081,1536.1363,14
2011,2024,"Berlevag",1319.16,1031,-2,36,63.3,2431.304,76,0,12784.3368,12784.3368,2307.882,14
2011,2023,"Gamvik",1688.92,991,4,20,62.5,2391.313,74,0,7561.4414,7152.1091,2338.1748,14
2011,1919,"Gratangen",61.93,1115,1,15,61.5,1883.657,46,0,0.0755,0.0755,0.0755,13
2011,2015,"Hasvik",2212.36,972,2,17,62.8,2145.45,67,0,17165.7548,11995.826,4297.3646,14
2011,1832,"Hemnes",64.42,4600,-6,73,64.5,1452.152,11,0,0.2333,0.2333,0,10
2011,1874,"Moskenes",1473.84,1120,1,22,68.4,1651.719,24,0,6840.0473,6513.0028,1766.3046,14
2011,2020,"Porsanger",1123.38,3980,1,66,67.5,2256.224,71,0,358.4028,358.4028,345.5563,14
2011,1856,"Rost",3361.27,605,-4,20,68.1,1573.298,20,0,19506.0573,19506.0573,8058.3389,14
2011,2003,"Vadso",705.34,6095,35,117,69.8,2551.576,80,0,725.1408,725.1408,609.5857,14
2011,1857,"Vaeroy",1805.51,748,-7,32,68.2,1625.878,22,0,35716.8806,13355.4638,1581.0258,14
2011,2002,"Vardo",1886.91,2111,15,84,60.7,2528.722,79,0,7698.29,7547.4654,3150.4295,14
2012,1871,"Andoy",2136.96,5032,-10,70,63.1,1847.183,42,0,14209.9584,14070.1874,934.9681,14
2012,1933,"Balsfjord",244.81,5502,1,80,65.6,1925.853,56,0,0.063,0.063,0.063,10
2012,2028,"Batsfjord",1379.46,2089,10,64,66.3,2476.448,78,0,15484.4618,9917.9623,1726.9439,14
2012,2024,"Berlevag",1319.16,1015,23,26,63.3,2431.304,76,0,10308.8793,10308.8793,1933.9108,14
2012,2023,"Gamvik",1688.92,1008,15,27,63.1,2391.313,74,0,6259.289,6106.2944,2637.0223,14
2012,2015,"Hasvik",2212.36,995,-1,24,66.4,2145.45,67,0,19523.8068,13063.3212,4292.0988,14
2012,1874,"Moskenes",1473.84,1116,4,22,66.6,1651.719,24,0,7828.7449,7584.9305,1844.9801,14
2012,2020,"Porsanger",1123.38,3946,-14,59,65.3,2256.224,71,0,421.0251,421.0251,399.4159,14
2012,1856,"Rost",3361.27,595,-4,14,72.3,1573.298,20,0,16032.2708,15799.4397,6193.9283,14
2012,2003,"Vadso",705.34,6125,44,96,67.1,2551.576,80,0,602.2555,602.2555,526.6986,14
2012,1857,"Vaeroy",1805.51,751,5,28,70.2,1625.878,22,0,26076.8011,10801.3338,1737.0916,14
2012,2002,"Vardo",1886.91,2122,-4,54,61.1,2528.722,79,0,7378.2361,7269.5822,2587.4863,14
2013,1871,"Andoy",2136.96,5024,-1,62,63.6,1847.183,42,0,15027.1573,15021.3059,1110.3573,14
2013,1933,"Balsfjord",244.81,5562,-1,72,65.3,1925.853,56,0,0.463,0.463,0.463,10
2013,2028,"Batsfjord",1379.46,2162,0,107,66.7,2476.448,78,0,14455.5154,9468.0264,1733.7032,14
2013,2024,"Berlevag",1319.16,1025,5,32,66.3,2431.304,76,0,9954.1272,9954.1272,649.8271,14
