"year","county","municip_number","municip","aqua_prod","total_catch","sea_area","wageco","population","popgrowth","unemployed"
2016,"Troms",1903,"Harstad",17325.681362,1.7062248,1075.25,2.6,24695,47,294
2016,"Troms",1911,"Kvaefjord",7459.150973,0.1580057,189.03,2.5,3029,-3,31
2016,"Troms",1913,"Skanland",3926.087421,0,85.75,2.4,3041,9,53
2016,"Troms",1917,"Ibestad",13589.719928,0.0003825,351.66,2.5,1403,-1,10
2016,"Troms",1919,"Gratangen",4176.625472,0,61.93,2.4,1137,-14,13
2016,"Troms",1920,"Lavangen",4741.566809,0,22.93,2.6,1051,7,13
2016,"Troms",1923,"Salangen",671.565394,0,63.61,2.4,2230,-17,21
2016,"Troms",1926,"Dyroy",17191.127883,0,181.21,2.5,1158,-4,17
2016,"Troms",1927,"Tranoy",18274.447386,0,414.56,2.7,1543,-3,18
2016,"Troms",1928,"Torsken",9876.520029,5.3459129,832.68,3,913,1,12
2016,"Troms",1929,"Berg",6650.728897,20.3784858,836.66,2.8,915,0,10
2016,"Troms",1931,"Lenvik",9105.622742,3.7346562,702.95,2.5,11618,-15,125
2016,"Troms",1936,"Karlsoy",9271.767186,13.3984092,4796.75,2.8,2282,1,38
2016,"Troms",1938,"Lyngen",1054.673723,0.3847462,487.07,2.6,2861,13,32
2016,"Troms",1940,"Kafjord",1651.429673,0.1304095,124.17,2.6,2150,-8,31
2016,"Troms",1941,"Skjervoy",19530.713428,4.1212523,1088,2.5,2920,-16,34
2016,"Troms",1942,"Nordreisa",722.076194,0.1940304,243.72,2.6,4895,-5,60
2016,"Troms",1943,"Kvaenangen",10459.894701,0.3390626,573.01,2.5,1231,2,13
2016,"Nordland",1804,"Bodo",6366.959747,0.5236387,3431.45,2.5,50488,80,488
2016,"Nordland",1805,"Narvik",416.946021,0.001836,200.61,2.5,18787,-27,245
2016,"Nordland",1811,"Bindal",18479.737627,0.1112793,641.29,2.5,1465,10,13
2016,"Nordland",1812,"Somna",664.515414,0,594.84,2.6,2031,3,17
2016,"Nordland",1813,"Bronnoy",10156.519455,0.4111861,1052.81,2.5,7962,-32,141
2016,"Nordland",1815,"Vega",5952.267679,0.1878922,2756.44,2.8,1244,2,11
2016,"Nordland",1816,"Vevelstad",4584.052021,0,122.2,2.7,507,-1,NA
2016,"Nordland",1818,"Heroy",12404.904322,0.2657307,2197.73,2.8,1743,16,22
2016,"Nordland",1820,"Alstahaug",8742.321288,0,397.61,2.5,7437,9,82
2016,"Nordland",1822,"Leirfjord",3696.745341,0.0132,130.95,2.8,2216,-10,31
2016,"Nordland",1824,"Vefsn",2364.836695,0,101.49,2.4,13427,-28,112
2016,"Nordland",1827,"Donna",11446.670452,0.368328,567.37,2.8,1402,9,5
2016,"Nordland",1828,"Nesna",2476.427174,0.0053286,219.63,2.8,1838,0,11
2016,"Nordland",1833,"Rana",2871.541914,0.0001037,128.29,2.3,26039,39,285
2016,"Nordland",1834,"Luroy",12133.26575,0.2515749,1072.51,2.5,1923,18,38
2016,"Nordland",1835,"Traena",2531.493804,8.1672144,1777.3,2.8,478,-7,9
2016,"Nordland",1836,"Rodoy",9554.862769,0.7132439,2391.77,2.5,1268,-8,NA
2016,"Nordland",1837,"Meloy",13718.700027,0.6003729,1872.46,2.5,6471,-15,86
2016,"Nordland",1838,"Gildeskal",15284.145419,0.0933592,837.6,2.6,2043,-4,17
2016,"Nordland",1840,"Saltdal",4691.80958,0.0002648,29.77,2.4,4700,-8,58
2016,"Nordland",1841,"Fauske",1986.211462,0,84.29,2.4,9604,14,94
2016,"Nordland",1845,"Sorfold",7700.553554,0.0666564,192.04,2.3,1963,-7,24
2016,"Nordland",1848,"Steigen",18608.615291,0.6876789,2475.41,2.7,2543,2,26
2016,"Nordland",1849,"Hamaroy",5379.646794,0,528.96,2.8,1824,7,46
2016,"Nordland",1850,"Tysfjord",15399.565426,0.1173934,465.3,2.4,1974,-2,25
2016,"Nordland",1851,"Lodingen",6548.3441,15.9417636,516.46,2.8,2144,-16,33
2016,"Nordland",1853,"Evenes",NA,0,137.56,2.6,1400,3,10
2016,"Nordland",1854,"Ballangen",6550.89601,0,260.93,2.5,2556,-8,25
2016,"Nordland",1859,"Flakstad",1498.282052,10.6961431,994.01,2.8,1336,20,37
2016,"Nordland",1860,"Vestvagoy",1808.757632,11.2664411,1685.01,2.6,11198,-12,203
2016,"Nordland",1865,"Vagan",4952.483417,18.978575,1608.35,2.6,9350,7,116
2016,"Nordland",1866,"Hadsel",11543.648395,2.4149954,617.87,2.6,8082,-24,85
2016,"Nordland",1867,"Bo",3836.784777,3.5202056,1579.07,2.7,2632,-15,47
2016,"Nordland",1868,"Oksnes",8236.212294,29.3138358,1495.68,2.9,4529,27,106
2016,"Nordland",1870,"Sortland",4518.406572,0.251533,371.13,2.5,10214,69,166
2017,"Finnmark",2004,"Hammerfest",15328.573511,6.5551556,2379.58,2.8,10527,55,162
2017,"Finnmark",2012,"Alta",19968.982645,0.0439571,708.22,2.5,20446,60,190
2017,"Finnmark",2014,"Loppa",18562.128838,1.3954877,2119.69,2.8,968,-26,11
2017,"Finnmark",2015,"Hasvik",3082.923567,18.9805945,2212.36,2.7,1037,-7,51
2017,"Finnmark",2017,"Kvalsund",8966.647877,0,299.43,2.6,1027,7,21
2017,"Finnmark",2018,"Masoy",12002.508783,30.5243866,2746.77,2.9,1204,21,22
2017,"Finnmark",2019,"Nordkapp",6635.187029,18.5065334,3172.78,2.9,3291,-16,62
2017,"Finnmark",2022,"Lebesby",8458.31265,3.3202438,2269.84,3.1,1330,15,17
2017,"Finnmark",2027,"Nesseby",9807.316223,0.5987989,200.5,2.7,951,2,11
2017,"Finnmark",2028,"Batsfjord",3304.081298,17.3312127,1379.46,2.8,2267,6,40
2017,"Finnmark",2030,"Sor-Varanger",NA,0.6236588,1135.7,2.5,10199,-11,136
2017,"Troms",1902,"Tromso",18023.708898,34.6664438,2767.33,2.6,74541,499,609
2017,"Troms",1903,"Harstad",29901.106657,1.8823199,1075.25,2.6,24845,9,212
2017,"Troms",1911,"Kvaefjord",4151.72005,0.0774026,189.03,2.5,2986,-9,25
2017,"Troms",1913,"Skanland",12531.227105,0,85.75,2.4,3048,-2,28
2017,"Troms",1917,"Ibestad",15299.263857,0.0002579,351.66,2.5,1394,9,26
2017,"Troms",1919,"Gratangen",3216.945127,0,61.93,2.5,1121,10,16
2017,"Troms",1920,"Lavangen",5568.834216,0,22.93,2.5,1076,4,12
2017,"Troms",1923,"Salangen",1042.008226,0,63.61,2.5,2220,21,15
2017,"Troms",1926,"Dyroy",6600.940513,0,181.21,2.5,1138,3,15
2017,"Troms",1927,"Tranoy",5143.142119,0,414.56,2.7,1540,4,10
2017,"Troms",1928,"Torsken",13136.901136,4.1854325,832.68,3,921,2,19
2017,"Troms",1929,"Berg",16681.766203,26.2153489,836.66,2.9,914,-11,NA
2017,"Troms",1931,"Lenvik",12842.148979,4.6785651,702.95,2.6,11697,26,95
2017,"Troms",1936,"Karlsoy",19673.158398,12.5738942,4796.75,2.7,2273,6,22
2017,"Troms",1938,"Lyngen",4712.700525,0.3798928,487.07,2.6,2876,0,23
2017,"Troms",1940,"Kafjord",2625.382134,0.1332153,124.17,2.6,2132,9,30
2017,"Troms",1941,"Skjervoy",14979.700646,7.8215598,1088,2.6,2912,-9,29
2017,"Troms",1942,"Nordreisa",2593.190888,0.2090182,243.72,2.6,4919,0,58
2017,"Troms",1943,"Kvaenangen",9692.142276,0.2298803,573.01,2.7,1233,4,13
2017,"Nordland",1804,"Bodo",11617.948237,3.4034191,3431.45,2.6,51022,101,396
2017,"Nordland",1811,"Bindal",24436.006931,0.1141829,641.29,2.4,1473,3,10
2017,"Nordland",1812,"Somna",3967.874164,0,594.84,2.7,2047,3,11
2017,"Nordland",1813,"Bronnoy",12554.246763,0.3016343,1052.81,2.6,7956,-6,77
2017,"Nordland",1815,"Vega",3407.408171,0.1428671,2756.44,2.9,1234,-5,5
2017,"Nordland",1816,"Vevelstad",3862.184978,0,122.2,2.9,528,-5,3
2017,"Nordland",1818,"Heroy",13865.990856,0.1796752,2197.73,2.7,1788,-6,23
2017,"Nordland",1820,"Alstahaug",2548.072571,0,397.61,2.6,7428,16,88
2017,"Nordland",1822,"Leirfjord",1185.792715,0.013365,130.95,2.7,2278,-1,25
2017,"Nordland",1824,"Vefsn",2477.28239,0,101.49,2.4,13465,19,67
2017,"Nordland",1827,"Donna",15062.580784,0.6016462,567.37,2.7,1410,-13,10
2017,"Nordland",1828,"Nesna",2099.367216,0.0060016,219.63,2.7,1837,23,18
2017,"Nordland",1833,"Rana",7141.994147,0.0020406,128.29,2.3,26101,27,204
2017,"Nordland",1834,"Luroy",17954.215234,0.1737112,1072.51,2.5,1920,7,7
2017,"Nordland",1835,"Traena",1450.60064,6.0480607,1777.3,2.7,465,-8,NA
2017,"Nordland",1836,"Rodoy",12329.393695,0.5930948,2391.77,2.5,1267,-6,7
2017,"Nordland",1837,"Meloy",11603.015292,0.5191036,1872.46,2.5,6435,-30,54
2017,"Nordland",1838,"Gildeskal",13835.342188,0.0278654,837.6,2.7,2024,-6,11
2017,"Nordland",1840,"Saltdal",2239.712084,0,29.77,2.3,4702,50,44
2017,"Nordland",1841,"Fauske",1665.406915,0.0014165,84.29,2.4,9729,31,82
2017,"Nordland",1845,"Sorfold",9202.615661,0.0666722,192.04,2.4,1958,7,19
2017,"Nordland",1848,"Steigen",20875.791742,0.4977428,2475.41,2.8,2543,-9,18
2017,"Nordland",1849,"Hamaroy",2223.077885,0,528.96,2.6,1810,-16,19
2017,"Nordland",1850,"Tysfjord",6671.599393,0.1275795,465.3,2.3,1960,1,33
2017,"Nordland",1851,"Lodingen",7335.240152,14.8412671,516.46,2.8,2134,-1,22
2017,"Nordland",1852,"Tjeldsund",2788.370905,0,125.56,2.3,1252,-14,7
2017,"Nordland",1854,"Ballangen",7280.738337,0,260.93,2.6,2554,-3,26
2017,"Nordland",1859,"Flakstad",1961.83013,10.8391845,994.01,2.8,1349,-10,34
2017,"Nordland",1860,"Vestvagoy",4220.969679,12.4946718,1685.01,2.6,11294,23,162
2017,"Nordland",1865,"Vagan",4478.682029,21.4691884,1608.35,2.7,9444,62,127
2017,"Nordland",1866,"Hadsel",12793.400349,0.570121,617.87,2.6,8009,8,73
2017,"Nordland",1867,"Bo",7579.806096,2.8007034,1579.07,2.7,2624,-2,28
2017,"Nordland",1868,"Oksnes",9998.5837,27.1253317,1495.68,2.8,4580,14,76
2017,"Nordland",1870,"Sortland",7631.004864,0.0237208,371.13,2.6,10378,33,106
2018,"Finnmark",2004,"Hammerfest",20454.635399,5.96280889,2379.58,2.8,10533,-5,140
2018,"Finnmark",2012,"Alta",24107.928652,0.17562422,708.22,2.5,20635,18,226
2018,"Finnmark",2014,"Loppa",6756.424568,1.75730846,2119.69,2.9,941,-14,18
2018,"Finnmark",2015,"Hasvik",8718.427188,13.9092459,2212.36,2.7,1022,-5,57
2018,"Finnmark",2017,"Kvalsund",12590.853362,0,299.43,2.6,1027,0,15
2018,"Finnmark",2018,"Masoy",9653.859332,34.30278549,2746.77,3.1,1231,18,26
2018,"Finnmark",2019,"Nordkapp",4175.54616,25.61548853,3172.78,3.1,3239,-11,69
2018,"Finnmark",2022,"Lebesby",2932.602314,6.01145441,2269.84,3.3,1349,7,17
2018,"Finnmark",2027,"Nesseby",4736.356949,0.43029843,200.5,2.7,944,-1,7
2018,"Finnmark",2028,"Batsfjord",NA,18.19546381,1379.46,2.9,2263,7,75
2018,"Finnmark",2030,"Sor-Varanger",2656.962647,0.55395998,1135.7,2.5,10171,-34,112
2018,"Troms",1902,"Tromso",13114.665396,31.64524798,2767.33,2.6,75638,329,634
2018,"Troms",1903,"Harstad",15223.198726,0.72987606,1075.25,2.6,24820,-30,274
2018,"Troms",1911,"Kvaefjord",6937.930908,0.11124434,189.03,2.5,2928,-24,33
2018,"Troms",1913,"Skanland",3711.088007,0,85.75,2.4,2994,13,31
2018,"Troms",1917,"Ibestad",17283.563421,0,351.66,2.7,1380,1,26
2018,"Troms",1919,"Gratangen",NA,0,61.93,2.4,1117,-25,9
2018,"Troms",1920,"Lavangen",358.207921,0,22.93,2.4,1061,1,12
2018,"Troms",1923,"Salangen",4101.116924,0,63.61,2.5,2226,5,13
2018,"Troms",1926,"Dyroy",13119.147448,0,181.21,2.7,1165,-10,5
2018,"Troms",1927,"Tranoy",18904.046201,0,414.56,2.7,1536,10,11
2018,"Troms",1928,"Torsken",3575.365029,2.59199736,832.68,3,943,2,22
2018,"Troms",1929,"Berg",6311.866556,18.19540121,836.66,2.8,902,2,NA
2018,"Troms",1931,"Lenvik",15763.900654,3.00342114,702.95,2.6,11644,27,85
2018,"Troms",1936,"Karlsoy",13280.781528,15.59592731,4796.75,2.9,2263,-8,21
2018,"Troms",1938,"Lyngen",3701.2574,0.27283889,487.07,2.6,2877,-2,21
2018,"Troms",1940,"Kafjord",424.835036,0.1454047,124.17,2.6,2132,-23,26
2018,"Troms",1941,"Skjervoy",18943.6698,6.54043197,1088,2.7,2925,2,21
2018,"Troms",1942,"Nordreisa",7128.126138,0.18395268,243.72,2.6,4944,1,51
2018,"Troms",1943,"Kvaenangen",9507.924881,0.32086684,573.01,2.7,1224,0,16
2018,"Nordland",1804,"Bodo",11414.301313,1.61425324,3431.45,2.6,51558,123,404
2018,"Nordland",1805,"Narvik",1555.224935,0.001604,200.61,2.5,18638,-23,196
2018,"Nordland",1811,"Bindal",4181.372,0.1275415,641.29,2.4,1486,-17,9
2018,"Nordland",1812,"Somna",656.408458,0,594.84,2.7,2020,-8,13
2018,"Nordland",1813,"Bronnoy",17913.733767,0.4707574,1052.81,2.6,7948,-7,72
2018,"Nordland",1815,"Vega",2368.284433,0.21044093,2756.44,2.7,1221,-2,11
2018,"Nordland",1816,"Vevelstad",6443.898099,0,122.2,3.2,506,0,4
2018,"Nordland",1818,"Heroy",18536.920463,0.18847566,2197.73,2.9,1790,-9,28
2018,"Nordland",1820,"Alstahaug",5195.401354,0,397.61,2.5,7450,0,68
2018,"Nordland",1822,"Leirfjord",1359.711116,0.01102,130.95,2.7,2307,2,25
2018,"Nordland",1824,"Vefsn",864.815453,0.000081,101.49,2.4,13448,9,79
2018,"Nordland",1827,"Donna",12118.585742,0.60685527,567.37,2.6,1403,7,5
2018,"Nordland",1828,"Nesna",1907.301173,0.00487335,219.63,2.7,1805,21,17
2018,"Nordland",1833,"Rana",2670.707767,0.00150367,128.29,2.4,26230,-18,238
2018,"Nordland",1834,"Luroy",11356.997055,0.09542028,1072.51,2.6,1920,-5,11
2018,"Nordland",1835,"Traena",1837.861723,6.28758607,1777.3,2.4,454,2,4
2018,"Nordland",1836,"Rodoy",31650.389706,0.55837517,2391.77,2.4,1249,-5,4
2018,"Nordland",1837,"Meloy",12299.812856,0.49682134,1872.46,2.6,6346,-6,111
2018,"Nordland",1838,"Gildeskal",10078.186813,0.03161063,837.6,2.7,1998,3,18
2018,"Nordland",1840,"Saltdal",4261.142265,0.00025225,29.77,2.3,4691,-15,42
2018,"Nordland",1841,"Fauske",1978.756231,0,84.29,2.4,9775,8,104
2018,"Nordland",1845,"Sorfold",13463.695006,0.14050681,192.04,2.3,1979,-9,NA
2018,"Nordland",1848,"Steigen",15816.498335,0.74746407,2475.41,2.8,2534,22,12
2018,"Nordland",1849,"Hamaroy",5065.211387,0,528.96,2.8,1801,-13,13
2018,"Nordland",1850,"Tysfjord",18191.119762,0.13633073,465.3,2.4,1953,-7,26
2018,"Nordland",1851,"Lodingen",8034.920543,12.68133871,516.46,2.8,2102,-11,18
2018,"Nordland",1852,"Tjeldsund",1332.616746,0,125.56,2.3,1259,1,9
2018,"Nordland",1854,"Ballangen",6012.780837,0,260.93,2.5,2522,-2,30
2018,"Nordland",1859,"Flakstad",1511.648602,9.40285682,994.01,2.7,1301,4,24
2018,"Nordland",1860,"Vestvagoy",3328.527673,12.61148685,1685.01,2.7,11397,17,264
2018,"Nordland",1865,"Vagan",423.909891,18.22700963,1608.35,2.6,9611,-11,130
2018,"Nordland",1866,"Hadsel",6531.470234,0.2008545,617.87,2.6,8042,10,91
2018,"Nordland",1867,"Bo",5808.030778,2.77786005,1579.07,2.7,2623,-2,27
2018,"Nordland",1868,"Oksnes",10501.767378,26.53396262,1495.68,2.8,4541,-4,50
2018,"Nordland",1870,"Sortland",8708.401114,0.00113763,371.13,2.6,10401,28,110
2005,"Finnmark",2004,"Hammerfest",3754.205928,15.8592755,2379.58,2.3,9261,13,197
2005,"Finnmark",2012,"Alta",18556.895445,0.0963164,708.22,2.4,17628,76,464
2005,"Finnmark",2014,"Loppa",4366.246411,2.5533737,2119.69,2.4,1266,-22,81
2005,"Finnmark",2017,"Kvalsund",1340.382824,0.3551067,299.43,2.6,1080,-2,29
2005,"Finnmark",2019,"Nordkapp",229.582,12.9096813,3172.78,2.5,3415,12,178
2005,"Finnmark",2022,"Lebesby",758.095434,4.5785845,2269.84,2.3,1430,-10,61
2005,"Finnmark",2023,"Gamvik",774.463,6.1872208,1688.92,2.2,1114,-26,56
2005,"Finnmark",2027,"Nesseby",1607.358578,0.1440572,200.5,2.5,901,-1,37
2005,"Finnmark",2030,"Sor-Varanger",333.026,0.4351423,1135.7,2.2,9463,-29,263
2005,"Troms",1902,"Tromso",3560.745607,32.8801141,2767.33,2.5,62558,416,1225
2005,"Troms",1903,"Harstad",4108.036155,1.0129583,1075.25,NA,0,0,NA
2005,"Troms",1911,"Kvaefjord",4352.943719,0.1878455,189.03,2.3,3072,3,42
2005,"Troms",1913,"Skanland",2335.461395,0,85.75,2.4,2954,-25,73
2005,"Troms",1917,"Ibestad",3355.580262,0.000072,351.66,2.8,1649,-8,35
2005,"Troms",1919,"Gratangen",3700.167154,0.0001013,61.93,2.3,1268,-2,35
2005,"Troms",1920,"Lavangen",501.552882,0.0001875,22.93,2.4,1029,10,29
2005,"Troms",1923,"Salangen",2685.575908,0,63.61,2.4,2244,-6,36
2005,"Troms",1926,"Dyroy",5143.573293,0,181.21,2.5,1288,0,29
2005,"Troms",1927,"Tranoy",5000.446141,0,414.56,2.4,1632,-8,28
2005,"Troms",1928,"Torsken",3442.741236,6.9213368,832.68,2.5,1033,-13,22
2005,"Troms",1929,"Berg",2904.700404,22.6365315,836.66,2.4,1014,6,19
2005,"Troms",1931,"Lenvik",1164.20346,3.4128568,702.95,2.4,11035,-9,217
2005,"Troms",1936,"Karlsoy",3153.442241,9.2082153,4796.75,2.6,2372,-13,78
2005,"Troms",1938,"Lyngen",2394.568251,0.080673,487.07,2.5,3158,-6,131
2005,"Troms",1940,"Kafjord",2943.137034,0.3706947,124.17,2.4,2288,-19,77
2005,"Troms",1941,"Skjervoy",6553.47555,6.3303783,1088,2.3,3003,-7,141
2005,"Troms",1942,"Nordreisa",3225.714706,0.2988264,243.72,2.5,4744,7,161
2005,"Troms",1943,"Kvaenangen",5629.258858,0.6046214,573.01,2.4,1401,-3,46
2005,"Nordland",1804,"Bodo",342.154779,44.0913857,3431.45,2.4,44414,119,989
2005,"Nordland",1811,"Bindal",1773.994385,0.1457824,641.29,2.3,1778,-10,29
2005,"Nordland",1812,"Somna",4266.908258,0.0034086,594.84,2.4,2075,-13,26
2005,"Nordland",1813,"Bronnoy",1611.251035,0.3675733,1052.81,2.4,7585,-16,122
2005,"Nordland",1815,"Vega",722.991653,0.1720283,2756.44,2.5,1356,-8,30
2005,"Nordland",1816,"Vevelstad",424.869348,0,122.2,2.3,524,-5,NA
2005,"Nordland",1818,"Heroy",750.516545,0.7823864,2197.73,2.4,1739,-1,62
2005,"Nordland",1820,"Alstahaug",4098.260765,0.0028483,397.61,2.3,7398,-19,227
2005,"Nordland",1824,"Vefsn",1676.524266,0.0002065,101.49,2.3,13486,-27,297
2005,"Nordland",1827,"Donna",3927.00907,0.4549205,567.37,2.6,1528,-5,39
2005,"Nordland",1828,"Nesna",1315.955447,0.0092156,219.63,2.2,1801,-8,29
2005,"Nordland",1833,"Rana",2515.529399,0,128.29,2.2,25320,27,629
2005,"Nordland",1834,"Luroy",5293.795345,0.2083861,1072.51,2.6,2028,-15,50
2005,"Nordland",1835,"Traena",1189.78545,23.3926402,1777.3,2.8,444,1,6
2005,"Nordland",1836,"Rodoy",9305.197991,0.5873291,2391.77,2.4,1443,-26,32
2005,"Nordland",1837,"Meloy",6228.463047,0.6696959,1872.46,2.4,6759,-25,119
2005,"Nordland",1838,"Gildeskal",6419.499983,0.1138987,837.6,2.4,2178,2,38
2005,"Nordland",1840,"Saltdal",816.275121,0.0007854,29.77,2.4,4800,-19,176
2005,"Nordland",1841,"Fauske",938.41742,0.0530295,84.29,2.4,9549,0,325
2005,"Nordland",1845,"Sorfold",5703.938558,0.1681242,192.04,2.4,2153,5,76
2005,"Nordland",1848,"Steigen",6958.914299,0.8390876,2475.41,2.5,2802,-18,86
2005,"Nordland",1849,"Hamaroy",2475.057207,0,528.96,2.5,1836,-13,61
2005,"Nordland",1850,"Tysfjord",177.054426,0.8999534,465.3,2.3,2150,-11,67
2005,"Nordland",1851,"Lodingen",1737.982965,31.6574642,516.46,2.4,2349,-5,63
2005,"Nordland",1854,"Ballangen",833.739187,0,260.93,2.3,2736,-10,78
2005,"Nordland",1859,"Flakstad",1605.962919,5.9488874,994.01,2.6,1470,5,38
2005,"Nordland",1860,"Vestvagoy",NA,7.9493321,1685.01,2.5,10764,-18,327
2005,"Nordland",1865,"Vagan",8014.323758,45.4086832,1608.35,2.4,9034,-28,258
2005,"Nordland",1866,"Hadsel",7128.873601,0.6420736,617.87,2.4,8039,13,201
2005,"Nordland",1867,"Bo",3049.089626,8.3539574,1579.07,2.4,3003,-10,103
2005,"Nordland",1868,"Oksnes",9202.758955,8.7226848,1495.68,2.5,4550,19,153
2005,"Nordland",1870,"Sortland",2964.265905,5.7424245,371.13,2.4,9536,37,252
2008,"Troms",1933,"Balsfjord",0,0.123265,244.81,2.4,5529,-29,54
2010,"Troms",1939,"Storfjord",NA,0.0003315,62.6,2.3,1888,3,31
2011,"Finnmark",2018,"Masoy",2081.365091,29.8444647,2746.77,2.6,1228,2,32
2011,"Troms",1925,"Sorreisa",931.588526,0,29.87,2.2,3371,-1,42
2011,"Nordland",1805,"Narvik",NA,0.0082752,200.61,2.4,18380,31,237
2011,"Nordland",1822,"Leirfjord",188.637052,0.01065,130.95,2.5,2160,-25,52
2014,"Finnmark",2015,"Hasvik",639.209116,15.7011149,2212.36,2.6,1037,14,38
2014,"Nordland",1874,"Moskenes",185.051615,8.5980213,1473.84,2.8,1108,-8,28
2015,"Nordland",1853,"Evenes",1412.155828,0,137.56,2.8,1385,7,13
2016,"Finnmark",2028,"Batsfjord",892.273679,17.1753359,1379.46,2.9,2211,35,61
2016,"Nordland",1852,"Tjeldsund",1424.412913,0,125.56,2.3,1283,0,8
