"year","county","municip_number","municip","aqua_prod","total_catch","sea_area","population","popgrowth","unemployed","percent_wforce","distance","distance_rank","aqua_prod_ton","total_catch_ton","totobs"
2013,"Troms",1936,"Karlsoy",6822924.562,11294.8844,4796.75,2317,18,24,65.6,2036.172,59,6822.924562,11294.8844,14
2013,"Troms",1938,"Lyngen",4233054.06,788.4934,487.07,3013,-11,40,66.2,2039.693,60,4233.05406,788.4934,14
2013,"Troms",1940,"Kafjord",2954213.14,0.7385,124.17,2208,-2,40,61.9,2051.994,61,2954.21314,0.7385,13
2013,"Troms",1941,"Skjervoy",11559320.543,5429.7642,1088,2905,-3,70,64.1,2077.385,62,11559.320543,5429.7642,14
2013,"Troms",1942,"Nordreisa",6152874.653,674.8357,243.72,4850,2,79,65.7,2083.479,63,6152.874653,674.8357,14
2013,"Troms",1943,"Kvaenangen",8685861.148,152.0577,573.01,1245,-17,14,62.9,2110.984,64,8685.861148,152.0577,14
2013,"Nordland",1804,"Bodo",3519859.052,2881.0543,3431.45,49203,186,718,71.1,1625.878,22,3519.859052,2881.0543,14
2013,"Nordland",1811,"Bindal",8523019.344,74.8181,641.29,1545,-15,18,59.1,1333.778,1,8523.019344,74.8181,14
2013,"Nordland",1812,"Somna",5440795.263,0,594.84,2033,2,20,67.7,1341.503,2,5440.795263,0,13
2013,"Nordland",1813,"Bronnoy",14332467.716,79.9828,1052.81,7859,13,90,68.1,1359.248,3,14332.467716,79.9828,14
2013,"Nordland",1815,"Vega",3402622.929,182.3868,2756.44,1238,-5,13,66.1,1375.174,4,3402.622929,182.3868,14
2013,"Nordland",1816,"Vevelstad",6977795.737,156.3024,122.2,500,4,NA,67.1,1379.621,5,6977.795737,156.3024,14
2013,"Nordland",1818,"Heroy",7774362.509,377.5917,2197.73,1759,-12,78,63.1,1418.72,8,7774.362509,377.5917,14
2013,"Nordland",1820,"Alstahaug",5035320.386,0.592,397.61,7361,47,131,66.7,1400.557,6,5035.320386,0.592,14
2013,"Nordland",1824,"Vefsn",1389717.339,0,101.49,13252,14,140,67.5,1409.307,7,1389.717339,0,14
2013,"Nordland",1827,"Donna",8026238.081,654.974,567.37,1431,-15,21,63.1,1438.247,9,8026.238081,654.974,14
2013,"Nordland",1828,"Nesna",3652797.093,14.6198,219.63,1875,23,27,60.9,1455.901,12,3652.797093,14.6198,14
2013,"Nordland",1833,"Rana",5255162.955,126.3578,128.29,25752,27,252,66.4,1502.259,15,5255.162955,126.3578,14
2013,"Nordland",1834,"Luroy",12541029.484,371.4782,1072.51,1916,8,26,67.5,1467.93,13,12541.029484,371.4782,14
2013,"Nordland",1835,"Traena",1449241.021,13402.2908,1777.3,506,-6,3,71.9,1468.945,14,1449.241021,13402.2908,14
2013,"Nordland",1836,"Rodoy",18218903.564,903.4805,2391.77,1310,0,17,70.3,1502.26,16,18218.903564,903.4805,14
2013,"Nordland",1837,"Meloy",4695951.202,682.5359,1872.46,6582,-16,208,65.5,1505.621,18,4695.951202,682.5359,14
2013,"Nordland",1838,"Gildeskal",11640384.411,17.1155,837.6,2006,3,61,65,1509.91,19,11640.384411,17.1155,14
2013,"Nordland",1840,"Saltdal",1331181.743,0.678,29.77,4745,-13,92,64.3,1502.261,17,1331.181743,0.678,14
2013,"Nordland",1841,"Fauske",1724650.592,35.7708,84.29,9513,-5,155,65.2,1625.878,22,1724.650592,35.7708,14
2013,"Nordland",1845,"Sorfold",12402546.786,57.6409,192.04,1981,5,38,61.2,1711.852,28,12402.546786,57.6409,14
2013,"Nordland",1848,"Steigen",14714675.488,827.9565,2475.41,2552,-15,26,64.2,1711.846,27,14714.675488,827.9565,14
2013,"Nordland",1849,"Hamaroy",3499569.987,0.615,528.96,1791,-1,24,64.5,1724.582,30,3499.569987,0.615,14
2013,"Nordland",1850,"Tysfjord",17433390.171,300.2018,465.3,1978,-7,53,59,1743.794,31,17433.390171,300.2018,14
2013,"Nordland",1851,"Lodingen",3788311.045,20006.472,516.46,2220,5,28,59.8,1754.722,33,3788.311045,20006.472,14
2013,"Nordland",1854,"Ballangen",4552448.536,0,260.93,2599,-7,35,59,1791.624,35,4552.448536,0,14
2013,"Nordland",1859,"Flakstad",1113827.834,11213.2257,994.01,1376,5,28,63.4,1680.052,25,1113.827834,11213.2257,13
2013,"Nordland",1860,"Vestvagoy",4139547.481,15086.058,1685.01,10870,12,189,67,1703.182,26,4139.547481,15086.058,14
2013,"Nordland",1865,"Vagan",4771884.996,18990.4161,1608.35,9207,-6,174,67.3,1720.912,29,4771.884996,18990.4161,14
2013,"Nordland",1866,"Hadsel",15554617.067,2201.4102,617.87,8050,-22,161,64.6,1753.946,32,15554.617067,2201.4102,14
2013,"Nordland",1867,"Bo",5497341.495,4332.2728,1579.07,2654,5,43,59.8,1760.852,34,5497.341495,4332.2728,14
2013,"Nordland",1868,"Oksnes",9114314.722,28093.5146,1495.68,4472,23,92,64.6,1803.767,38,9114.314722,28093.5146,14
2013,"Nordland",1870,"Sortland",4564335.384,2263.4421,371.13,10082,-2,202,67.2,1796.622,36,4564.335384,2263.4421,14
2014,"Finnmark",2004,"Hammerfest",10772285.312,5589.6016,2379.58,10287,12,171,72.2,2187.8,68,10772.285312,5589.6016,14
2014,"Finnmark",2012,"Alta",21670551.886,9.6623,708.22,19822,22,306,68.3,2142.243,66,21670.551886,9.6623,14
2014,"Finnmark",2014,"Loppa",9887530.108,0.3455,2119.69,1027,-13,24,60.4,2114.266,65,9887.530108,0.3455,14
2014,"Finnmark",2017,"Kvalsund",11691685.968,0,299.43,1051,-6,25,58.7,2196.698,69,11691.685968,0,14
2014,"Finnmark",2019,"Nordkapp",4006069.776,17688.7847,3172.78,3213,17,88,63.5,2302.882,72,4006.069776,17688.7847,14
2014,"Finnmark",2022,"Lebesby",11503761.302,3927.5996,2269.84,1341,-4,37,61.7,2339.808,73,11503.761302,3927.5996,11
2014,"Finnmark",2027,"Nesseby",1613815.465,495.2187,200.5,919,-5,16,64.7,2452.245,77,1613.815465,495.2187,14
2014,"Finnmark",2030,"Sor-Varanger",6222480.997,317.945,1135.7,10090,39,172,70,2587.5,81,6222.480997,317.945,14
2014,"Troms",1902,"Tromso",11060076.524,48910.7529,2767.33,71590,476,871,71.1,1963.832,58,11060.076524,48910.7529,14
2014,"Troms",1903,"Harstad",18799489.259,1137.2222,1075.25,24441,84,325,66.9,1850.033,44,18799.489259,1137.2222,14
2014,"Troms",1911,"Kvaefjord",6145634.622,28.7583,189.03,3107,-8,42,61.7,1806.774,39,6145.634622,28.7583,14
2014,"Troms",1913,"Skanland",3635994.656,0.8705,85.75,2951,-17,41,64.3,1844.254,41,3635.994656,0.8705,14
2014,"Troms",1917,"Ibestad",15865706.32,0.8055,351.66,1436,-16,9,64,1875.689,45,15865.70632,0.8055,14
2014,"Troms",1919,"Gratangen",1664713.098,0.3308,61.93,1135,5,14,62.5,1883.657,46,1664.713098,0.3308,12
2014,"Troms",1920,"Lavangen",205847.029,0,22.93,1014,-10,17,64.4,1896.465,49,205.847029,0,14
2014,"Troms",1923,"Salangen",5488051.908,0,63.61,2223,16,23,61.7,1900.846,51,5488.051908,0,13
2014,"Troms",1926,"Dyroy",14654099.753,0,181.21,1171,-2,18,58.5,1900.833,50,14654.099753,0,14
2014,"Troms",1927,"Tranoy",10861322.151,0,414.56,1510,23,17,61.6,1894.122,48,10861.322151,0,14
2014,"Troms",1928,"Torsken",16787444.844,6313.1575,832.68,878,13,22,62.1,1890.295,47,16787.444844,6313.1575,14
2014,"Troms",1929,"Berg",1673129.041,26642.9082,836.66,918,1,26,66.4,1910.705,52,1673.129041,26642.9082,14
2014,"Troms",1931,"Lenvik",8145712.187,4356.6206,702.95,11557,0,104,65.9,1925.114,54,8145.712187,4356.6206,14
2014,"Troms",1936,"Karlsoy",12658955.98,14738.0617,4796.75,2334,-2,33,64.2,2036.172,59,12658.95598,14738.0617,14
2014,"Troms",1938,"Lyngen",1117893.985,496.5471,487.07,2992,5,33,65.2,2039.693,60,1117.893985,496.5471,14
2014,"Troms",1940,"Kafjord",1068254.918,122.1118,124.17,2221,-17,41,63.7,2051.994,61,1068.254918,122.1118,13
2014,"Troms",1941,"Skjervoy",11900194.55,3330.1658,1088,2881,-9,72,63.6,2077.385,62,11900.19455,3330.1658,14
2014,"Troms",1942,"Nordreisa",2600900.94,321.7371,243.72,4854,17,75,68.4,2083.479,63,2600.90094,321.7371,14
2014,"Troms",1943,"Kvaenangen",18028502.448,172.3151,573.01,1234,-8,18,60.6,2110.984,64,18028.502448,172.3151,14
2014,"Nordland",1804,"Bodo",1306780.987,1379.7514,3431.45,49731,155,695,71.1,1625.878,22,1306.780987,1379.7514,14
2014,"Nordland",1811,"Bindal",11077227.009,98.7438,641.29,1503,-11,24,59.9,1333.778,1,11077.227009,98.7438,14
2014,"Nordland",1812,"Somna",1834545.75,0.18,594.84,2047,15,20,68.2,1341.503,2,1834.54575,0.18,13
2014,"Nordland",1813,"Bronnoy",7545115.99,307.8876,1052.81,7897,17,138,68.8,1359.248,3,7545.11599,307.8876,14
2014,"Nordland",1815,"Vega",6543595.06,149.477,2756.44,1223,-5,18,67.5,1375.174,4,6543.59506,149.477,14
2014,"Nordland",1816,"Vevelstad",3974875.31,0.1938,122.2,495,2,NA,64.5,1379.621,5,3974.87531,0.1938,14
2014,"Nordland",1818,"Heroy",8904930.968,247.2866,2197.73,1733,12,86,63.6,1418.72,8,8904.930968,247.2866,14
2014,"Nordland",1820,"Alstahaug",7133173.703,0,397.61,7394,19,117,65,1400.557,6,7133.173703,0,14
2014,"Nordland",1824,"Vefsn",2689282.299,0.15,101.49,13286,22,185,67.9,1409.307,7,2689.282299,0.15,14
2014,"Nordland",1827,"Donna",4682794.409,652.3838,567.37,1420,-3,22,63.3,1438.247,9,4682.794409,652.3838,14
2014,"Nordland",1828,"Nesna",3572759.036,27.307,219.63,1902,-4,26,62.7,1455.901,12,3572.759036,27.307,14
2014,"Nordland",1833,"Rana",1472815.242,155.4664,128.29,25943,50,333,66.8,1502.259,15,1472.815242,155.4664,14
2014,"Nordland",1834,"Luroy",9180472.869,292.1703,1072.51,1901,10,44,68.2,1467.93,13,9180.472869,292.1703,14
2014,"Nordland",1835,"Traena",2703367.972,8136.4626,1777.3,489,3,8,67.5,1468.945,14,2703.367972,8136.4626,14
2014,"Nordland",1836,"Rodoy",25627413.763,937.7021,2391.77,1305,-9,15,68.2,1502.26,16,25627.413763,937.7021,14
2014,"Nordland",1837,"Meloy",12091134.997,671.2805,1872.46,6491,-27,146,65.2,1505.621,18,12091.134997,671.2805,14
2014,"Nordland",1838,"Gildeskal",16813986.453,144.2431,837.6,2023,17,32,64.1,1509.91,19,16813.986453,144.2431,14
2014,"Nordland",1840,"Saltdal",958565.507,0,29.77,4690,13,92,64.3,1502.261,17,958.565507,0,14
2014,"Nordland",1841,"Fauske",1803549.195,39.7521,84.29,9556,4,161,65.8,1625.878,22,1803.549195,39.7521,14
2014,"Nordland",1845,"Sorfold",12386482.827,65.9588,192.04,1987,-4,39,60.5,1711.852,28,12386.482827,65.9588,14
2014,"Nordland",1848,"Steigen",22485096.573,657.1864,2475.41,2579,-17,40,62.2,1711.846,27,22485.096573,657.1864,14
2014,"Nordland",1849,"Hamaroy",2558141.786,0.3083,528.96,1820,-16,22,65.3,1724.582,30,2558.141786,0.3083,14
2014,"Nordland",1850,"Tysfjord",19608758.458,345.2141,465.3,2000,9,40,60,1743.794,31,19608.758458,345.2141,14
2014,"Nordland",1851,"Lodingen",5510657.06,21512.373,516.46,2248,-18,31,60.9,1754.722,33,5510.65706,21512.373,14
2014,"Nordland",1854,"Ballangen",4577458.963,0,260.93,2591,-8,37,56.2,1791.624,35,4577.458963,0,14
2014,"Nordland",1859,"Flakstad",2641325.291,14559.633,994.01,1368,-17,23,64.3,1680.052,25,2641.325291,14559.633,13
2014,"Nordland",1860,"Vestvagoy",1192253.771,14324.8509,1685.01,10997,41,204,67.4,1703.182,26,1192.253771,14324.8509,14
2014,"Nordland",1865,"Vagan",7113314.657,18727.3232,1608.35,9223,-5,151,67.8,1720.912,29,7113.314657,18727.3232,14
2014,"Nordland",1866,"Hadsel",12488698.437,2505.178,617.87,8112,3,159,64.7,1753.946,32,12488.698437,2505.178,14
2014,"Nordland",1867,"Bo",2327203.308,4591.1914,1579.07,2642,0,64,57.9,1760.852,34,2327.203308,4591.1914,14
2014,"Nordland",1868,"Oksnes",7496743.307,33716.716,1495.68,4562,26,130,63.5,1803.767,38,7496.743307,33716.716,14
2014,"Nordland",1870,"Sortland",7159376,1452.981,371.13,10129,8,197,66.5,1796.622,36,7159.376,1452.981,14
2015,"Finnmark",2004,"Hammerfest",15770201.343,3961.0817,2379.58,10417,-24,175,69.7,2187.8,68,15770.201343,3961.0817,14
2015,"Finnmark",2012,"Alta",24729517.729,38.8499,708.22,19898,84,229,65.8,2142.243,66,24729.517729,38.8499,14
2015,"Finnmark",2014,"Loppa",11376774.749,0,2119.69,989,-9,NA,61.2,2114.266,65,11376.774749,0,14
2015,"Finnmark",2017,"Kvalsund",918265.366999999,0,299.43,1049,-5,17,58.3,2196.698,69,918.265366999999,0,14
2015,"Finnmark",2019,"Nordkapp",3862343.789,18384.1592,3172.78,3278,9,61,62.6,2302.882,72,3862.343789,18384.1592,14
2015,"Finnmark",2022,"Lebesby",6333916.383,3549.0349,2269.84,1343,-5,31,60,2339.808,73,6333.916383,3549.0349,11
2015,"Finnmark",2027,"Nesseby",3170553.708,611.1042,200.5,934,-1,14,59.8,2452.245,77,3170.553708,611.1042,14
2015,"Finnmark",2030,"Sor-Varanger",2258143.975,280.059,1135.7,10221,-16,153,65.1,2587.5,81,2258.143975,280.059,14
2015,"Troms",1902,"Tromso",13912731.627,34170.8704,2767.33,72681,306,814,70.4,1963.832,58,13912.731627,34170.8704,14
2015,"Troms",1903,"Harstad",21540669.003,2055.8209,1075.25,24676,-18,289,65.4,1850.033,44,21540.669003,2055.8209,14
2015,"Troms",1911,"Kvaefjord",9591426.144,169.9668,189.03,3076,-35,34,61.2,1806.774,39,9591.426144,169.9668,14
2015,"Troms",1913,"Skanland",11295940.477,0.3355,85.75,2988,0,32,61,1844.254,41,11295.940477,0.3355,14
2015,"Troms",1917,"Ibestad",9546823.164,0.6888,351.66,1410,8,14,60.7,1875.689,45,9546.823164,0.6888,14
2015,"Troms",1919,"Gratangen",3584969.753,0.2123,61.93,1137,-8,9,60.9,1883.657,46,3584.969753,0.2123,12
2015,"Troms",1920,"Lavangen",1710438.229,0,22.93,1008,12,NA,60.4,1896.465,49,1710.438229,0,14
2015,"Troms",1923,"Salangen",5719122.623,0.469,63.61,2219,15,28,59.3,1900.846,51,5719.122623,0.469,13
2015,"Troms",1926,"Dyroy",5049261.727,0,181.21,1154,-9,16,59.1,1900.833,50,5049.261727,0,14
2015,"Troms",1927,"Tranoy",13688397.471,0,414.56,1544,4,11,62,1894.122,48,13688.397471,0,14
2015,"Troms",1928,"Torsken",3861498.687,5397.903,832.68,884,2,20,57.4,1890.295,47,3861.498687,5397.903,14
2015,"Troms",1929,"Berg",14063058.037,20169.3855,836.66,905,-1,NA,64,1910.705,52,14063.058037,20169.3855,14
2015,"Troms",1931,"Lenvik",23825092.098,3870.323,702.95,11535,16,93,65.2,1925.114,54,23825.092098,3870.323,14
2015,"Troms",1936,"Karlsoy",12074299.74,16598.8401,4796.75,2289,-19,23,63.3,2036.172,59,12074.29974,16598.8401,14
2015,"Troms",1938,"Lyngen",2709209.792,388.6885,487.07,2922,-14,38,62.3,2039.693,60,2709.209792,388.6885,14
2015,"Troms",1940,"Kafjord",3988041.962,200.867,124.17,2182,-3,30,62.6,2051.994,61,3988.041962,200.867,13
2015,"Troms",1941,"Skjervoy",6757609.083,6015.6273,1088,2895,-8,35,63,2077.385,62,6757.609083,6015.6273,14
2015,"Troms",1942,"Nordreisa",10023091.407,211.795,243.72,4882,14,72,62.8,2083.479,63,10023.091407,211.795,14
2015,"Troms",1943,"Kvaenangen",2906603.652,345.1761,573.01,1226,2,NA,60.1,2110.984,64,2906.603652,345.1761,14
2015,"Nordland",1804,"Bodo",4676249.41,1619.6486,3431.45,50185,69,597,68.9,1625.878,22,4676.24941,1619.6486,14
2015,"Nordland",1811,"Bindal",15467383.728,85.7883,641.29,1482,-3,NA,60.2,1333.778,1,15467.383728,85.7883,14
2015,"Nordland",1813,"Bronnoy",17987346.246,317.0469,1052.81,7934,14,129,65.5,1359.248,3,17987.346246,317.0469,14
2015,"Nordland",1815,"Vega",2191715.575,191.9702,2756.44,1225,6,16,62.5,1375.174,4,2191.715575,191.9702,14
2015,"Nordland",1816,"Vevelstad",6882954.904,0,122.2,510,2,NA,63.4,1379.621,5,6882.954904,0,14
2015,"Nordland",1818,"Heroy",9011780.61,203.3852,2197.73,1737,-4,19,60.8,1418.72,8,9011.78061,203.3852,14
2015,"Nordland",1820,"Alstahaug",5815578.458,0,397.61,7454,18,97,63.1,1400.557,6,5815.578458,0,14
2015,"Nordland",1824,"Vefsn",1784531.58,0.0675,101.49,13352,23,168,66.4,1409.307,7,1784.53158,0.0675,14
2015,"Nordland",1827,"Donna",11708101.356,474.4753,567.37,1407,-7,8,61.9,1438.247,9,11708.101356,474.4753,14
2015,"Nordland",1828,"Nesna",5088542.52,25.5062,219.63,1871,-8,22,60.1,1455.901,12,5088.54252,25.5062,14
2015,"Nordland",1833,"Rana",3835988.836,0.976,128.29,26078,-15,293,65.1,1502.259,15,3835.988836,0.976,14
2015,"Nordland",1834,"Luroy",11060563.253,312.141,1072.51,1917,-1,19,67.8,1467.93,13,11060.563253,312.141,14
2015,"Nordland",1835,"Traena",1456412.123,9009.7855,1777.3,486,2,8,70.8,1468.945,14,1456.412123,9009.7855,14
2015,"Nordland",1836,"Rodoy",23630281.838,774.3977,2391.77,1269,8,9,66,1502.26,16,23630.281838,774.3977,14
2015,"Nordland",1837,"Meloy",10101387.261,619.5177,1872.46,6454,6,87,64.6,1505.621,18,10101.387261,619.5177,14
2015,"Nordland",1838,"Gildeskal",18247356.309,333.8362,837.6,2014,-8,14,62.7,1509.91,19,18247.356309,333.8362,14
2015,"Nordland",1840,"Saltdal",4560026.337,0.07,29.77,4734,-21,70,63.1,1502.261,17,4560.026337,0.07,14
2015,"Nordland",1841,"Fauske",1562955.413,17.8589,84.29,9622,-10,134,64.1,1625.878,22,1562.955413,17.8589,14
2015,"Nordland",1845,"Sorfold",10743498.343,70.0944,192.04,1953,-4,21,62,1711.852,28,10743.498343,70.0944,14
2015,"Nordland",1848,"Steigen",18058331.9,691.4089,2475.41,2507,-11,28,62.8,1711.846,27,18058.3319,691.4089,14
2015,"Nordland",1849,"Hamaroy",958856.55,0,528.96,1811,-11,26,62.4,1724.582,30,958.85655,0,14
2015,"Nordland",1850,"Tysfjord",18262004.096,85.8221,465.3,1996,0,23,57.7,1743.794,31,18262.004096,85.8221,14
2015,"Nordland",1851,"Lodingen",6695620.456,18577.9375,516.46,2160,-3,21,59.3,1754.722,33,6695.620456,18577.9375,14
2015,"Nordland",1854,"Ballangen",2120746.001,0,260.93,2581,-7,30,55.7,1791.624,35,2120.746001,0,14
2015,"Nordland",1860,"Vestvagoy",NA,14554.4109,1685.01,11140,12,195,64.1,1703.182,26,NA,14554.4109,14
2015,"Nordland",1865,"Vagan",NA,20923.5588,1608.35,9285,34,99,65.8,1720.912,29,NA,20923.5588,14
2015,"Nordland",1866,"Hadsel",7800060.707,2150.7805,617.87,8057,12,129,61.2,1753.946,32,7800.060707,2150.7805,14
2015,"Nordland",1867,"Bo",5648764.667,3583.649,1579.07,2642,4,56,55.2,1760.852,34,5648.764667,3583.649,14
2015,"Nordland",1868,"Oksnes",6520647.005,30009.7565,1495.68,4563,-7,129,60.9,1803.767,38,6520.647005,30009.7565,14
2015,"Nordland",1870,"Sortland",7971764.233,1018.6305,371.13,10166,50,172,65.3,1796.622,36,7971.764233,1018.6305,14
2016,"Finnmark",2004,"Hammerfest",15690328.341,4887.1883,2379.58,10455,39,191,69.9,2187.8,68,15690.328341,4887.1883,14
2016,"Finnmark",2012,"Alta",26874818.369,27.014,708.22,20097,98,196,66.5,2142.243,66,26874.818369,27.014,14
2016,"Finnmark",2014,"Loppa",1755554.043,64.6618,2119.69,951,16,9,60.1,2114.266,65,1755.554043,64.6618,14
2016,"Finnmark",2017,"Kvalsund",5621656.376,0,299.43,1035,5,18,59.8,2196.698,69,5621.656376,0,14
2016,"Finnmark",2019,"Nordkapp",4847358.964,13367.4768,3172.78,3276,3,67,62.2,2302.882,72,4847.358964,13367.4768,14
2016,"Finnmark",2022,"Lebesby",13187755.056,3379.1851,2269.84,1318,5,29,58.2,2339.808,73,13187.755056,3379.1851,11
2016,"Finnmark",2027,"Nesseby",5661952.868,271.2921,200.5,959,-6,14,57.6,2452.245,77,5661.952868,271.2921,14
2016,"Finnmark",2030,"Sor-Varanger",2142776.713,440.9803,1135.7,10227,-16,188,66.6,2587.5,81,2142.776713,440.9803,14
2016,"Troms",1902,"Tromso",17424863.817,34786.0904,2767.33,73480,296,760,70.7,1963.832,58,17424.863817,34786.0904,14
2016,"Troms",1903,"Harstad",17325681.362,1706.2248,1075.25,24695,47,294,65.4,1850.033,44,17325.681362,1706.2248,14
2016,"Troms",1911,"Kvaefjord",7459150.973,158.0057,189.03,3029,-3,31,61.6,1806.774,39,7459.150973,158.0057,14
2016,"Troms",1913,"Skanland",3926087.421,0,85.75,3041,9,53,61.1,1844.254,41,3926.087421,0,14
2016,"Troms",1917,"Ibestad",13589719.928,0.3825,351.66,1403,-1,10,59.1,1875.689,45,13589.719928,0.3825,14
2016,"Troms",1919,"Gratangen",4176625.472,0,61.93,1137,-14,13,60.6,1883.657,46,4176.625472,0,12
2016,"Troms",1920,"Lavangen",4741566.809,0,22.93,1051,7,13,58.8,1896.465,49,4741.566809,0,14
2016,"Troms",1923,"Salangen",671565.394,0,63.61,2230,-17,21,60.8,1900.846,51,671.565394,0,13
2016,"Troms",1926,"Dyroy",17191127.883,0,181.21,1158,-4,17,59.1,1900.833,50,17191.127883,0,14
2016,"Troms",1927,"Tranoy",18274447.386,0,414.56,1543,-3,18,62.1,1894.122,48,18274.447386,0,14
2016,"Troms",1928,"Torsken",9876520.029,5345.9129,832.68,913,1,12,58.9,1890.295,47,9876.520029,5345.9129,14
2016,"Troms",1929,"Berg",6650728.897,20378.4858,836.66,915,0,10,65.3,1910.705,52,6650.728897,20378.4858,14
2016,"Troms",1931,"Lenvik",9105622.742,3734.6562,702.95,11618,-15,125,65,1925.114,54,9105.622742,3734.6562,14
2016,"Troms",1936,"Karlsoy",9271767.186,13398.4092,4796.75,2282,1,38,62.1,2036.172,59,9271.767186,13398.4092,14
2016,"Troms",1938,"Lyngen",1054673.723,384.7462,487.07,2861,13,32,61.7,2039.693,60,1054.673723,384.7462,14
2016,"Troms",1940,"Kafjord",1651429.673,130.4095,124.17,2150,-8,31,62.6,2051.994,61,1651.429673,130.4095,13
2016,"Troms",1941,"Skjervoy",19530713.428,4121.2523,1088,2920,-16,34,63.1,2077.385,62,19530.713428,4121.2523,14
2016,"Troms",1942,"Nordreisa",722076.194,194.0304,243.72,4895,-5,60,62.7,2083.479,63,722.076194,194.0304,14
2016,"Troms",1943,"Kvaenangen",10459894.701,339.0626,573.01,1231,2,13,59.8,2110.984,64,10459.894701,339.0626,14
2016,"Nordland",1804,"Bodo",6366959.747,523.6387,3431.45,50488,80,488,69.2,1625.878,22,6366.959747,523.6387,14
2016,"Nordland",1811,"Bindal",18479737.627,111.2793,641.29,1465,10,13,60.8,1333.778,1,18479.737627,111.2793,14
2016,"Nordland",1812,"Somna",664515.414,0,594.84,2031,3,17,65.8,1341.503,2,664.515414,0,13
2016,"Nordland",1813,"Bronnoy",10156519.455,411.1861,1052.81,7962,-32,141,65.5,1359.248,3,10156.519455,411.1861,14
2016,"Nordland",1815,"Vega",5952267.679,187.8922,2756.44,1244,2,11,62.3,1375.174,4,5952.267679,187.8922,14
2016,"Nordland",1816,"Vevelstad",4584052.021,0,122.2,507,-1,NA,60.7,1379.621,5,4584.052021,0,14
2016,"Nordland",1818,"Heroy",12404904.322,265.7307,2197.73,1743,16,22,62.3,1418.72,8,12404.904322,265.7307,14
2016,"Nordland",1820,"Alstahaug",8742321.288,0,397.61,7437,9,82,64.5,1400.557,6,8742.321288,0,14
2016,"Nordland",1824,"Vefsn",2364836.695,0,101.49,13427,-28,112,66.3,1409.307,7,2364.836695,0,14
2016,"Nordland",1827,"Donna",11446670.452,368.328,567.37,1402,9,5,62.5,1438.247,9,11446.670452,368.328,14
2016,"Nordland",1828,"Nesna",2476427.174,5.3286,219.63,1838,0,11,62.3,1455.901,12,2476.427174,5.3286,14
2016,"Nordland",1833,"Rana",2871541.914,0.1037,128.29,26039,39,285,65.5,1502.259,15,2871.541914,0.1037,14
2016,"Nordland",1834,"Luroy",12133265.75,251.5749,1072.51,1923,18,38,64.5,1467.93,13,12133.26575,251.5749,14
2016,"Nordland",1835,"Traena",2531493.804,8167.2144,1777.3,478,-7,9,66,1468.945,14,2531.493804,8167.2144,14
2016,"Nordland",1836,"Rodoy",9554862.769,713.2439,2391.77,1268,-8,NA,66,1502.26,16,9554.862769,713.2439,14
2016,"Nordland",1837,"Meloy",13718700.027,600.3729,1872.46,6471,-15,86,64.2,1505.621,18,13718.700027,600.3729,14
2016,"Nordland",1838,"Gildeskal",15284145.419,93.3592,837.6,2043,-4,17,62.2,1509.91,19,15284.145419,93.3592,14
2016,"Nordland",1840,"Saltdal",4691809.58,0.2648,29.77,4700,-8,58,63.7,1502.261,17,4691.80958,0.2648,14
2016,"Nordland",1841,"Fauske",1986211.462,0,84.29,9604,14,94,64.6,1625.878,22,1986.211462,0,14
2016,"Nordland",1845,"Sorfold",7700553.554,66.6564,192.04,1963,-7,24,62.8,1711.852,28,7700.553554,66.6564,14
2016,"Nordland",1848,"Steigen",18608615.291,687.6789,2475.41,2543,2,26,62.9,1711.846,27,18608.615291,687.6789,14
2016,"Nordland",1849,"Hamaroy",5379646.794,0,528.96,1824,7,46,63.8,1724.582,30,5379.646794,0,14
2016,"Nordland",1850,"Tysfjord",15399565.426,117.3934,465.3,1974,-2,25,57,1743.794,31,15399.565426,117.3934,14
2016,"Nordland",1851,"Lodingen",6548344.1,15941.7636,516.46,2144,-16,33,60.1,1754.722,33,6548.3441,15941.7636,14
2016,"Nordland",1854,"Ballangen",6550896.01,0,260.93,2556,-8,25,55.5,1791.624,35,6550.89601,0,14
2016,"Nordland",1859,"Flakstad",1498282.052,10696.1431,994.01,1336,20,37,64.8,1680.052,25,1498.282052,10696.1431,13
2016,"Nordland",1860,"Vestvagoy",1808757.632,11266.4411,1685.01,11198,-12,203,65.2,1703.182,26,1808.757632,11266.4411,14
2016,"Nordland",1865,"Vagan",4952483.417,18978.575,1608.35,9350,7,116,65.6,1720.912,29,4952.483417,18978.575,14
2016,"Nordland",1866,"Hadsel",11543648.395,2414.9954,617.87,8082,-24,85,61.9,1753.946,32,11543.648395,2414.9954,14
2016,"Nordland",1867,"Bo",3836784.777,3520.2056,1579.07,2632,-15,47,56.7,1760.852,34,3836.784777,3520.2056,14
2016,"Nordland",1868,"Oksnes",8236212.294,29313.8358,1495.68,4529,27,106,61.5,1803.767,38,8236.212294,29313.8358,14
2016,"Nordland",1870,"Sortland",4518406.572,251.533,371.13,10214,69,166,64.5,1796.622,36,4518.406572,251.533,14
2017,"Finnmark",2004,"Hammerfest",15328573.511,6555.1556,2379.58,10527,55,162,70.3,2187.8,68,15328.573511,6555.1556,14
2017,"Finnmark",2012,"Alta",19968982.645,43.9571,708.22,20446,60,190,67.1,2142.243,66,19968.982645,43.9571,14
