"year","county","municip_number","municip","aqua_prod","total_catch","sea_area","population","popgrowth","unemployed","percent_wforce","distance","distance_rank","aqua_prod_ton","total_catch_ton","totobs"
2009,"Nordland",1835,"Traena",1533226.45,31881.0982,1777.3,455,25,NA,74.4,1468.945,14,1533.22645,31881.0982,14
2009,"Nordland",1836,"Rodoy",9294252.654,1371.4915,2391.77,1292,-6,17,69.9,1502.26,16,9294.252654,1371.4915,14
2009,"Nordland",1837,"Meloy",11903828.737,625.8358,1872.46,6641,-16,54,68.8,1505.621,18,11903.828737,625.8358,14
2009,"Nordland",1838,"Gildeskal",9525214.062,172.6542,837.6,2053,-16,14,67,1509.91,19,9525.214062,172.6542,14
2009,"Nordland",1840,"Saltdal",1289564.016,0,29.77,4727,16,75,67.2,1502.261,17,1289.564016,0,14
2009,"Nordland",1841,"Fauske",2932498.484,3.7459,84.29,9477,30,176,66,1625.878,22,2932.498484,3.7459,14
2009,"Nordland",1845,"Sorfold",11852392.797,197.8965,192.04,2021,-11,40,62.1,1711.852,28,11852.392797,197.8965,14
2009,"Nordland",1848,"Steigen",13456731.718,944.6255,2475.41,2665,0,35,66.6,1711.846,27,13456.731718,944.6255,14
2009,"Nordland",1849,"Hamaroy",1774644.827,0.6,528.96,1754,-9,33,64.9,1724.582,30,1774.644827,0.6,14
2009,"Nordland",1850,"Tysfjord",3777026.916,67.5388,465.3,2046,-4,38,58.8,1743.794,31,3777.026916,67.5388,14
2009,"Nordland",1851,"Lodingen",7592712.534,14778.7302,516.46,2242,3,46,63.6,1754.722,33,7592.712534,14778.7302,14
2009,"Nordland",1854,"Ballangen",1194383.435,0,260.93,2623,-16,54,60.8,1791.624,35,1194.383435,0,14
2009,"Nordland",1859,"Flakstad",2179651.487,5468.4115,994.01,1419,-12,32,67.4,1680.052,25,2179.651487,5468.4115,13
2009,"Nordland",1860,"Vestvagoy",760972.79,8142.0524,1685.01,10706,5,233,68.1,1703.182,26,760.97279,8142.0524,14
2009,"Nordland",1865,"Vagan",7095041.18,26001.4232,1608.35,8976,36,182,67.2,1720.912,29,7095.04118,26001.4232,14
2009,"Nordland",1866,"Hadsel",11325692.836,1632.6675,617.87,7950,12,170,65.1,1753.946,32,11325.692836,1632.6675,14
2009,"Nordland",1867,"Bo",6552569.687,10705.9163,1579.07,2838,-32,54,61.6,1760.852,34,6552.569687,10705.9163,14
2009,"Nordland",1868,"Oksnes",10643830.627,11953.7547,1495.68,4418,18,66,66.3,1803.767,38,10643.830627,11953.7547,14
2009,"Nordland",1870,"Sortland",4119791.739,1916.543,371.13,9732,73,190,69.4,1796.622,36,4119.791739,1916.543,14
2010,"Finnmark",2004,"Hammerfest",9546299.395,12632.712,2379.58,9724,50,176,72.9,2187.8,68,9546.299395,12632.712,14
2010,"Finnmark",2012,"Alta",20675674.761,557.0957,708.22,18680,82,368,69.1,2142.243,66,20675.674761,557.0957,14
2010,"Finnmark",2014,"Loppa",6850179.179,5821.2507,2119.69,1087,-4,29,61,2114.266,65,6850.179179,5821.2507,14
2010,"Finnmark",2017,"Kvalsund",2673101.881,20.5491,299.43,1026,-7,33,61.4,2196.698,69,2673.101881,20.5491,14
2010,"Finnmark",2019,"Nordkapp",1461757.275,17716.7457,3172.78,3185,24,91,66,2302.882,72,1461.757275,17716.7457,14
2010,"Finnmark",2022,"Lebesby",1610053.708,4010.9313,2269.84,1342,2,41,59.2,2339.808,73,1610.053708,4010.9313,11
2010,"Finnmark",2027,"Nesseby",3985609.311,547.7792,200.5,884,-1,16,65.3,2452.245,77,3985.609311,547.7792,14
2010,"Finnmark",2030,"Sor-Varanger",5071579.322,483.0486,1135.7,9738,11,151,71.8,2587.5,81,5071.579322,483.0486,14
2010,"Troms",1902,"Tromso",9373314.868,33426.828,2767.33,67305,364,1124,71.5,1963.832,58,9373.314868,33426.828,14
2010,"Troms",1903,"Harstad",10811490.85,669.8562,1075.25,0,0,NA,0,1850.033,44,10811.49085,669.8562,14
2010,"Troms",1911,"Kvaefjord",6372649.36,188.8255,189.03,3049,-26,44,65.5,1806.774,39,6372.64936,188.8255,14
2010,"Troms",1913,"Skanland",5225820.095,1.9366,85.75,2855,18,37,64.5,1844.254,41,5225.820095,1.9366,14
2010,"Troms",1917,"Ibestad",6643258.661,1.1045,351.66,1408,2,26,61.8,1875.689,45,6643.258661,1.1045,14
2010,"Troms",1919,"Gratangen",2733414.89,0.2355,61.93,1150,-11,5,59.1,1883.657,46,2733.41489,0.2355,12
2010,"Troms",1920,"Lavangen",1203268.548,0,22.93,1012,3,19,61.2,1896.465,49,1203.268548,0,14
2010,"Troms",1923,"Salangen",1258604.174,0.196,63.61,2211,-15,36,62.2,1900.846,51,1258.604174,0.196,13
2010,"Troms",1926,"Dyroy",5251755.97,0,181.21,1233,-4,31,59.9,1900.833,50,5251.75597,0,14
2010,"Troms",1927,"Tranoy",9026733.845,0,414.56,1552,-11,18,61.5,1894.122,48,9026.733845,0,14
2010,"Troms",1928,"Torsken",7792125.061,6536.5415,832.68,899,4,10,64.3,1890.295,47,7792.125061,6536.5415,14
2010,"Troms",1929,"Berg",2700334.356,17806.2742,836.66,926,-11,13,69.9,1910.705,52,2700.334356,17806.2742,14
2010,"Troms",1931,"Lenvik",3353152.369,2557.8342,702.95,11243,-16,122,66.3,1925.114,54,3353.152369,2557.8342,14
2010,"Troms",1936,"Karlsoy",9854264.045,7994.1201,4796.75,2371,2,42,65.2,2036.172,59,9854.264045,7994.1201,14
2010,"Troms",1938,"Lyngen",983403.1,781.7399,487.07,3152,-9,62,67.5,2039.693,60,983.4031,781.7399,14
2010,"Troms",1941,"Skjervoy",10052110.11,5890.5637,1088,2881,-1,71,64.1,2077.385,62,10052.11011,5890.5637,14
2010,"Troms",1942,"Nordreisa",5174152.149,457.3007,243.72,4757,-7,78,66.4,2083.479,63,5174.152149,457.3007,14
2010,"Troms",1943,"Kvaenangen",10452623.385,207.6971,573.01,1316,-4,NA,60.7,2110.984,64,10452.623385,207.6971,14
2010,"Nordland",1804,"Bodo",1829795.058,19544.8934,3431.45,47282,125,614,71.8,1625.878,22,1829.795058,19544.8934,14
2010,"Nordland",1811,"Bindal",6671625.013,162.2559,641.29,1601,-7,18,60.7,1333.778,1,6671.625013,162.2559,14
2010,"Nordland",1812,"Somna",5413048.378,0.045,594.84,2041,-3,27,70.1,1341.503,2,5413.048378,0.045,13
2010,"Nordland",1813,"Bronnoy",3770497.024,393.0403,1052.81,7660,19,108,67,1359.248,3,3770.497024,393.0403,14
2010,"Nordland",1815,"Vega",2731278.359,0,2756.44,1288,-7,20,68.3,1375.174,4,2731.278359,0,14
2010,"Nordland",1816,"Vevelstad",3506781.307,0,122.2,510,2,7,68.2,1379.621,5,3506.781307,0,14
2010,"Nordland",1818,"Heroy",5694954.001,495.3045,2197.73,1618,14,22,63.9,1418.72,8,5694.954001,495.3045,14
2010,"Nordland",1820,"Alstahaug",7083720.189,959.7135,397.61,7196,7,122,67.4,1400.557,6,7083.720189,959.7135,14
2010,"Nordland",1824,"Vefsn",2713372.999,0,101.49,13388,-53,194,67.8,1409.307,7,2713.372999,0,14
2010,"Nordland",1827,"Donna",1944102.914,883.8741,567.37,1431,-1,22,65.7,1438.247,9,1944.102914,883.8741,14
2010,"Nordland",1828,"Nesna",637865.923,9.6291,219.63,1786,13,27,62.4,1455.901,12,637.865923,9.6291,14
2010,"Nordland",1833,"Rana",877819.393,3.818,128.29,25282,25,493,67.3,1502.259,15,877.819393,3.818,14
2010,"Nordland",1834,"Luroy",7038717.023,407.6637,1072.51,1900,1,40,69.3,1467.93,13,7038.717023,407.6637,14
2010,"Nordland",1835,"Traena",1777151.217,30210.8658,1777.3,489,9,6,73.4,1468.945,14,1777.151217,30210.8658,14
2010,"Nordland",1836,"Rodoy",13690756.371,1372.7822,2391.77,1281,7,18,71.1,1502.26,16,13690.756371,1372.7822,14
2010,"Nordland",1837,"Meloy",9970585.808,900.7322,1872.46,6639,10,72,69.1,1505.621,18,9970.585808,900.7322,14
2010,"Nordland",1838,"Gildeskal",5999908.777,134.1176,837.6,1996,0,27,64.4,1509.91,19,5999.908777,134.1176,14
2010,"Nordland",1840,"Saltdal",2988451.104,0,29.77,4692,-28,82,65.8,1502.261,17,2988.451104,0,14
2010,"Nordland",1841,"Fauske",NA,63.6817,84.29,9552,15,177,66.5,1625.878,22,NA,63.6817,14
2010,"Nordland",1845,"Sorfold",11346995.28,268.8032,192.04,1984,16,37,63.6,1711.852,28,11346.99528,268.8032,14
2010,"Nordland",1848,"Steigen",13642698.04,845.3156,2475.41,2619,7,46,64.8,1711.846,27,13642.69804,845.3156,14
2010,"Nordland",1849,"Hamaroy",5084572.402,1.9124,528.96,1752,1,26,65.2,1724.582,30,5084.572402,1.9124,14
2010,"Nordland",1850,"Tysfjord",2010012.844,196.5494,465.3,2007,-10,57,58.7,1743.794,31,2010.012844,196.5494,14
2010,"Nordland",1851,"Lodingen",5648846.404,16724.122,516.46,2181,1,40,62.5,1754.722,33,5648.846404,16724.122,14
2010,"Nordland",1854,"Ballangen",1642739.596,3.6089,260.93,2616,-12,31,60.2,1791.624,35,1642.739596,3.6089,14
2010,"Nordland",1859,"Flakstad",3126739.442,6456.9623,994.01,1369,-2,35,68.5,1680.052,25,3126.739442,6456.9623,13
2010,"Nordland",1860,"Vestvagoy",NA,7755.6235,1685.01,10674,34,182,68,1703.182,26,NA,7755.6235,14
2010,"Nordland",1865,"Vagan",14749819.321,27541.6018,1608.35,9023,5,197,68.1,1720.912,29,14749.819321,27541.6018,14
2010,"Nordland",1866,"Hadsel",6293965.056,788.7272,617.87,7981,-2,136,65.9,1753.946,32,6293.965056,788.7272,14
2010,"Nordland",1867,"Bo",6814383.985,8744.0623,1579.07,2789,-13,61,59.5,1760.852,34,6814.383985,8744.0623,14
2010,"Nordland",1868,"Oksnes",9399452.988,16373.9894,1495.68,4438,2,101,67,1803.767,38,9399.452988,16373.9894,14
2010,"Nordland",1870,"Sortland",2313204.108,1628.4196,371.13,9819,-2,193,68.5,1796.622,36,2313.204108,1628.4196,14
2011,"Finnmark",2004,"Hammerfest",17770586.082,9831.6257,2379.58,9912,14,168,72.2,2187.8,68,17770.586082,9831.6257,14
2011,"Finnmark",2012,"Alta",15482248.776,146.3911,708.22,19071,32,326,69.1,2142.243,66,15482.248776,146.3911,14
2011,"Finnmark",2014,"Loppa",11108665.273,2695.7956,2119.69,1078,-3,21,62.2,2114.266,65,11108.665273,2695.7956,14
2011,"Finnmark",2017,"Kvalsund",6160729.19,0,299.43,998,-9,17,62.7,2196.698,69,6160.72919,0,14
2011,"Finnmark",2019,"Nordkapp",1570719.83,20670.2623,3172.78,3224,-6,102,67.6,2302.882,72,1570.71983,20670.2623,14
2011,"Finnmark",2022,"Lebesby",3457654.572,4672.5153,2269.84,1336,10,30,62.9,2339.808,73,3457.654572,4672.5153,11
2011,"Finnmark",2027,"Nesseby",3830330.977,562.8267,200.5,893,7,NA,64.9,2452.245,77,3830.330977,562.8267,14
2011,"Finnmark",2030,"Sor-Varanger",6712890.034,652.05,1135.7,9826,-9,92,71.4,2587.5,81,6712.890034,652.05,14
2011,"Troms",1902,"Tromso",7492644.903,60187.7659,2767.33,68239,388,1001,71.8,1963.832,58,7492.644903,60187.7659,14
2011,"Troms",1903,"Harstad",11338141.249,1047.1131,1075.25,0,0,NA,0,1850.033,44,11338.141249,1047.1131,14
2011,"Troms",1911,"Kvaefjord",5098656.142,186.5654,189.03,3050,-32,34,64.4,1806.774,39,5098.656142,186.5654,14
2011,"Troms",1913,"Skanland",1491205.18,0.6385,85.75,2896,28,39,64.1,1844.254,41,1491.20518,0.6385,14
2011,"Troms",1917,"Ibestad",10066139.798,1.9454,351.66,1419,-3,17,62.4,1875.689,45,10066.139798,1.9454,14
2011,"Troms",1920,"Lavangen",3178592.511,0.165,22.93,1003,7,12,62.6,1896.465,49,3178.592511,0.165,14
2011,"Troms",1923,"Salangen",793292.125,2.5723,63.61,2179,9,31,64.2,1900.846,51,793.292125,2.5723,13
2011,"Troms",1926,"Dyroy",6959738.182,0,181.21,1205,-6,24,63.1,1900.833,50,6959.738182,0,14
2011,"Troms",1927,"Tranoy",13098526.742,0,414.56,1538,-9,15,60.7,1894.122,48,13098.526742,0,14
2011,"Troms",1928,"Torsken",13293875.352,4749.9254,832.68,911,-3,13,63.3,1890.295,47,13293.875352,4749.9254,14
2011,"Troms",1929,"Berg",4338387.028,17344.3874,836.66,907,6,26,69.1,1910.705,52,4338.387028,17344.3874,14
2011,"Troms",1931,"Lenvik",7623195.257,3492.2569,702.95,11294,63,148,67,1925.114,54,7623.195257,3492.2569,14
2011,"Troms",1936,"Karlsoy",8714946.023,8677.0082,4796.75,2357,-23,37,65.7,2036.172,59,8714.946023,8677.0082,14
2011,"Troms",1938,"Lyngen",3275433.627,616.9603,487.07,3086,-21,37,66.3,2039.693,60,3275.433627,616.9603,14
2011,"Troms",1940,"Kafjord",887798.704,3.3333,124.17,2185,1,54,61.9,2051.994,61,887.798704,3.3333,13
2011,"Troms",1941,"Skjervoy",6788638.843,5642.1951,1088,2885,-15,60,64.4,2077.385,62,6788.638843,5642.1951,14
2011,"Troms",1942,"Nordreisa",1310997.923,275.0851,243.72,4805,-31,68,66.9,2083.479,63,1310.997923,275.0851,14
2011,"Troms",1943,"Kvaenangen",4573893.608,615.4608,573.01,1294,-8,20,61.1,2110.984,64,4573.893608,615.4608,14
2011,"Nordland",1804,"Bodo",NA,24242.9237,3431.45,47847,157,732,72.2,1625.878,22,NA,24242.9237,14
2011,"Nordland",1811,"Bindal",10281027.497,159.3248,641.29,1592,-12,25,60.2,1333.778,1,10281.027497,159.3248,14
2011,"Nordland",1812,"Somna",452490.777,0.1215,594.84,2025,-1,21,68.4,1341.503,2,452.490777,0.1215,13
2011,"Nordland",1813,"Bronnoy",9803385.373,542.4367,1052.81,7719,23,122,68.3,1359.248,3,9803.385373,542.4367,14
2011,"Nordland",1815,"Vega",1422228.051,189.8769,2756.44,1270,-9,19,68,1375.174,4,1422.228051,189.8769,14
2011,"Nordland",1816,"Vevelstad",6772829.655,116.4606,122.2,520,-2,NA,68,1379.621,5,6772.829655,116.4606,14
2011,"Nordland",1818,"Heroy",1852133.961,364.5998,2197.73,1649,7,53,65.3,1418.72,8,1852.133961,364.5998,14
2011,"Nordland",1820,"Alstahaug",6866194.776,2.3208,397.61,7296,32,153,66.9,1400.557,6,6866.194776,2.3208,14
2011,"Nordland",1824,"Vefsn",935479.636,0,101.49,13307,-25,191,68,1409.307,7,935.479636,0,14
2011,"Nordland",1827,"Donna",7451240.866,679.7231,567.37,1449,-5,30,66.9,1438.247,9,7451.240866,679.7231,14
2011,"Nordland",1828,"Nesna",4157572.973,7.6201,219.63,1808,0,39,63,1455.901,12,4157.572973,7.6201,14
2011,"Nordland",1833,"Rana",3300927.639,145.769,128.29,25499,66,410,68.1,1502.259,15,3300.927639,145.769,14
2011,"Nordland",1834,"Luroy",9249450.353,461.964,1072.51,1912,4,23,68.2,1467.93,13,9249.450353,461.964,14
2011,"Nordland",1835,"Traena",2338948.047,22538.6882,1777.3,490,-4,9,73.6,1468.945,14,2338.948047,22538.6882,14
2011,"Nordland",1836,"Rodoy",11569640.765,1220.9549,2391.77,1294,5,17,72.1,1502.26,16,11569.640765,1220.9549,14
2011,"Nordland",1837,"Meloy",7879096.262,1106.9712,1872.46,6650,12,67,67.9,1505.621,18,7879.096262,1106.9712,14
2011,"Nordland",1838,"Gildeskal",7800326.442,23.7825,837.6,2020,-19,38,66.5,1509.91,19,7800.326442,23.7825,14
2011,"Nordland",1840,"Saltdal",1025250.534,0,29.77,4672,-1,98,64.8,1502.261,17,1025.250534,0,14
2011,"Nordland",1841,"Fauske",4098543.187,63.7541,84.29,9533,-23,186,66.8,1625.878,22,4098.543187,63.7541,14
2011,"Nordland",1845,"Sorfold",8737227.504,451.3029,192.04,1989,5,26,63.2,1711.852,28,8737.227504,451.3029,14
2011,"Nordland",1848,"Steigen",17432137.829,1389.4852,2475.41,2619,-14,58,64.7,1711.846,27,17432.137829,1389.4852,14
2011,"Nordland",1849,"Hamaroy",2389759.032,0.7328,528.96,1771,-1,25,66.3,1724.582,30,2389.759032,0.7328,14
2011,"Nordland",1850,"Tysfjord",8635451.305,528.4989,465.3,2002,-14,49,58.8,1743.794,31,8635.451305,528.4989,14
2011,"Nordland",1851,"Lodingen",4683279.347,21782.9054,516.46,2196,6,28,62.6,1754.722,33,4683.279347,21782.9054,14
2011,"Nordland",1854,"Ballangen",1713477.315,2.0796,260.93,2620,12,28,58.6,1791.624,35,1713.477315,2.0796,14
2011,"Nordland",1859,"Flakstad",2994134.522,8635.4137,994.01,1360,8,29,67,1680.052,25,2994.134522,8635.4137,13
2011,"Nordland",1860,"Vestvagoy",NA,12260.7577,1685.01,10780,36,207,67.7,1703.182,26,NA,12260.7577,14
2011,"Nordland",1865,"Vagan",10164431.817,31914.7507,1608.35,9023,0,187,68.6,1720.912,29,10164.431817,31914.7507,14
2011,"Nordland",1866,"Hadsel",10901430.102,883.1478,617.87,7924,3,130,66.2,1753.946,32,10901.430102,883.1478,14
2011,"Nordland",1867,"Bo",7366079.45,13284.6531,1579.07,2790,-42,58,58.4,1760.852,34,7366.07945,13284.6531,14
2011,"Nordland",1868,"Oksnes",10490160.932,19405.8674,1495.68,4432,43,110,67.2,1803.767,38,10490.160932,19405.8674,14
2011,"Nordland",1870,"Sortland",5103404.981,1691.0207,371.13,9856,44,208,67.9,1796.622,36,5103.404981,1691.0207,14
2012,"Finnmark",2004,"Hammerfest",13083963.033,8427.063,2379.58,9934,-1,137,73,2187.8,68,13083.963033,8427.063,14
2012,"Finnmark",2012,"Alta",21676724.956,316.3778,708.22,19282,78,298,68.1,2142.243,66,21676.724956,316.3778,14
2012,"Finnmark",2014,"Loppa",13600656.098,2029.2816,2119.69,1087,-4,20,62.6,2114.266,65,13600.656098,2029.2816,14
2012,"Finnmark",2017,"Kvalsund",10516535.076,0,299.43,1010,6,23,64.5,2196.698,69,10516.535076,0,14
2012,"Finnmark",2019,"Nordkapp",4501978.025,13614.7229,3172.78,3228,-15,89,64.6,2302.882,72,4501.978025,13614.7229,14
2012,"Finnmark",2022,"Lebesby",5603964.197,4185.1328,2269.84,1356,4,38,64,2339.808,73,5603.964197,4185.1328,11
2012,"Finnmark",2027,"Nesseby",8745886.839,444.8615,200.5,901,4,15,64.9,2452.245,77,8745.886839,444.8615,14
2012,"Finnmark",2030,"Sor-Varanger",4301646.547,534.4533,1135.7,9860,65,95,70.7,2587.5,81,4301.646547,534.4533,14
2012,"Troms",1902,"Tromso",8408254.808,46853.8555,2767.33,69116,402,971,71.5,1963.832,58,8408.254808,46853.8555,14
2012,"Troms",1903,"Harstad",19610350.071,1475.9675,1075.25,0,0,NA,67.2,1850.033,44,19610.350071,1475.9675,14
2012,"Troms",1911,"Kvaefjord",10608201.248,122.2752,189.03,3025,3,33,62.5,1806.774,39,10608.201248,122.2752,14
2012,"Troms",1913,"Skanland",2906232.56,0.7383,85.75,2972,3,35,63,1844.254,41,2906.23256,0.7383,14
2012,"Troms",1917,"Ibestad",10079890.597,0.9969,351.66,1410,0,19,63.8,1875.689,45,10079.890597,0.9969,14
2012,"Troms",1920,"Lavangen",971832.644,0,22.93,1016,-1,14,61.5,1896.465,49,971.832644,0,14
2012,"Troms",1923,"Salangen",3474028.943,3.354,63.61,2214,-9,30,62,1900.846,51,3474.028943,3.354,13
2012,"Troms",1926,"Dyroy",7816728.931,0,181.21,1188,0,19,60.8,1900.833,50,7816.728931,0,14
2012,"Troms",1927,"Tranoy",12734295.398,0,414.56,1524,0,17,61.6,1894.122,48,12734.295398,0,14
2012,"Troms",1928,"Torsken",9768416.684,6127.9113,832.68,892,-5,21,65.7,1890.295,47,9768.416684,6127.9113,14
2012,"Troms",1929,"Berg",4155212.161,19601.9225,836.66,887,1,12,67.8,1910.705,52,4155.212161,19601.9225,14
2012,"Troms",1931,"Lenvik",5129989.853,3520.9486,702.95,11345,53,93,66.4,1925.114,54,5129.989853,3520.9486,14
2012,"Troms",1936,"Karlsoy",6849693.258,13308.9133,4796.75,2355,-28,26,64.9,2036.172,59,6849.693258,13308.9133,14
2012,"Troms",1938,"Lyngen",1188848.548,902.5279,487.07,3028,-8,46,66.4,2039.693,60,1188.848548,902.5279,14
2012,"Troms",1940,"Kafjord",5254781.808,7.2137,124.17,2210,-4,47,62.2,2051.994,61,5254.781808,7.2137,13
2012,"Troms",1941,"Skjervoy",13440351.026,7630.3836,1088,2880,1,63,63,2077.385,62,13440.351026,7630.3836,14
2012,"Troms",1942,"Nordreisa",7168557.045,430.7151,243.72,4807,3,88,66.4,2083.479,63,7168.557045,430.7151,14
2012,"Troms",1943,"Kvaenangen",6166199.391,356.6899,573.01,1284,-1,24,61.2,2110.984,64,6166.199391,356.6899,14
2012,"Nordland",1804,"Bodo",912069.024,10676.1318,3431.45,48422,156,651,71,1625.878,22,912.069024,10676.1318,14
2012,"Nordland",1811,"Bindal",13044111.856,98.8417,641.29,1562,3,17,61.3,1333.778,1,13044.111856,98.8417,14
2012,"Nordland",1812,"Somna",480238.012,0.0491,594.84,2038,-9,15,68.5,1341.503,2,480.238012,0.0491,13
2012,"Nordland",1813,"Bronnoy",5475600.601,734.2796,1052.81,7778,11,88,68.4,1359.248,3,5475.600601,734.2796,14
2012,"Nordland",1815,"Vega",5335186.859,0.2928,2756.44,1256,-4,18,66.1,1375.174,4,5335.186859,0.2928,14
2012,"Nordland",1816,"Vevelstad",3313382.939,60.472,122.2,511,-3,5,64.1,1379.621,5,3313.382939,60.472,14
2012,"Nordland",1818,"Heroy",7448047.426,384.1046,2197.73,1711,-3,38,63.9,1418.72,8,7448.047426,384.1046,14
2012,"Nordland",1820,"Alstahaug",7869309.279,0.484,397.61,7372,-17,119,66.5,1400.557,6,7869.309279,0.484,14
2012,"Nordland",1824,"Vefsn",3265592.397,0,101.49,13258,14,149,68,1409.307,7,3265.592397,0,14
2012,"Nordland",1827,"Donna",3337959.17,532.8618,567.37,1433,5,23,64.1,1438.247,9,3337.95917,532.8618,14
2012,"Nordland",1828,"Nesna",4900823.503,11.1386,219.63,1813,3,25,62.4,1455.901,12,4900.823503,11.1386,14
2012,"Nordland",1833,"Rana",1885255.335,4.077,128.29,25652,41,290,66.8,1502.259,15,1885.255335,4.077,14
2012,"Nordland",1834,"Luroy",9243651.922,498.3277,1072.51,1937,3,42,69.5,1467.93,13,9243.651922,498.3277,14
2012,"Nordland",1835,"Traena",2563013.568,13405.9958,1777.3,497,-3,8,73.3,1468.945,14,2563.013568,13405.9958,14
2012,"Nordland",1836,"Rodoy",24384887.056,1086.2645,2391.77,1320,-12,13,70.3,1502.26,16,24384.887056,1086.2645,14
2012,"Nordland",1837,"Meloy",9561202.982,1260.3362,1872.46,6657,-17,124,64.9,1505.621,18,9561.202982,1260.3362,14
2012,"Nordland",1838,"Gildeskal",12367354.35,216.0343,837.6,2000,1,25,66,1509.91,19,12367.35435,216.0343,14
2012,"Nordland",1840,"Saltdal",4258574.965,0.015,29.77,4710,-3,94,64.5,1502.261,17,4258.574965,0.015,14
2012,"Nordland",1841,"Fauske",1793594.806,39.8322,84.29,9513,-7,167,66.4,1625.878,22,1793.594806,39.8322,14
2012,"Nordland",1845,"Sorfold",9169924.582,155.6319,192.04,2003,-6,39,62.4,1711.852,28,9169.924582,155.6319,14
2012,"Nordland",1848,"Steigen",16448728.412,1014.4447,2475.41,2609,-8,53,64.9,1711.846,27,16448.728412,1014.4447,14
2012,"Nordland",1849,"Hamaroy",3862092.704,0.0978,528.96,1783,5,17,64.8,1724.582,30,3862.092704,0.0978,14
2012,"Nordland",1850,"Tysfjord",12656460.563,430.6601,465.3,1956,18,45,58.9,1743.794,31,12656.460563,430.6601,14
2012,"Nordland",1851,"Lodingen",8239503.566,24478.2219,516.46,2179,38,18,59.7,1754.722,33,8239.503566,24478.2219,14
2012,"Nordland",1854,"Ballangen",1386647.926,0,260.93,2616,3,33,58.7,1791.624,35,1386.647926,0,14
2012,"Nordland",1859,"Flakstad",3683248.774,9977.77,994.01,1383,10,21,66.7,1680.052,25,3683.248774,9977.77,13
2012,"Nordland",1860,"Vestvagoy",4263024.405,9796.9505,1685.01,10848,-17,189,67.1,1703.182,26,4263.024405,9796.9505,14
2012,"Nordland",1865,"Vagan",10619006.885,32080.6684,1608.35,9086,61,152,67.1,1720.912,29,10619.006885,32080.6684,14
2012,"Nordland",1866,"Hadsel",5448915.687,829.9487,617.87,7937,27,148,64.2,1753.946,32,5448.915687,829.9487,14
2012,"Nordland",1867,"Bo",7065807.854,14565.6668,1579.07,2720,-7,54,61,1760.852,34,7065.807854,14565.6668,14
2012,"Nordland",1868,"Oksnes",8524384.315,22465.6777,1495.68,4467,-1,97,65.6,1803.767,38,8524.384315,22465.6777,14
2012,"Nordland",1870,"Sortland",4988663.652,1.11,371.13,9983,13,210,66.9,1796.622,36,4988.663652,1.11,14
2013,"Finnmark",2004,"Hammerfest",17294321.146,7547.3656,2379.58,10072,37,132,72.9,2187.8,68,17294.321146,7547.3656,14
2013,"Finnmark",2012,"Alta",21741899.001,13.9736,708.22,19646,86,322,68,2142.243,66,21741.899001,13.9736,14
2013,"Finnmark",2014,"Loppa",11047063.736,498.6596,2119.69,1070,-8,30,59,2114.266,65,11047.063736,498.6596,14
2013,"Finnmark",2017,"Kvalsund",5203841.074,22,299.43,1036,-1,24,59.4,2196.698,69,5203.841074,22,14
2013,"Finnmark",2019,"Nordkapp",4021170.019,13180.826,3172.78,3205,-1,106,64.1,2302.882,72,4021.170019,13180.826,14
2013,"Finnmark",2022,"Lebesby",7408071.581,3861.5517,2269.84,1339,-10,34,61.5,2339.808,73,7408.071581,3861.5517,11
2013,"Finnmark",2027,"Nesseby",3947129.526,376.9284,200.5,882,5,11,67.8,2452.245,77,3947.129526,376.9284,14
2013,"Finnmark",2030,"Sor-Varanger",10840434.3,231.6212,1135.7,9968,46,107,71.1,2587.5,81,10840.4343,231.6212,14
2013,"Troms",1902,"Tromso",11727016.5,49214.001,2767.33,70358,460,884,71.9,1963.832,58,11727.0165,49214.001,14
2013,"Troms",1903,"Harstad",13308862.336,2033.8865,1075.25,24291,18,277,67,1850.033,44,13308.862336,2033.8865,14
2013,"Troms",1911,"Kvaefjord",5820023.285,4.1853,189.03,3082,5,41,62.1,1806.774,39,5820.023285,4.1853,14
2013,"Troms",1913,"Skanland",5265926.05,0.549,85.75,2940,-5,33,63,1844.254,41,5265.92605,0.549,14
2013,"Troms",1917,"Ibestad",9190968.97,0.3375,351.66,1421,0,8,62.7,1875.689,45,9190.96897,0.3375,14
2013,"Troms",1919,"Gratangen",1303402.22,0.4384,61.93,1119,3,NA,63.5,1883.657,46,1303.40222,0.4384,12
2013,"Troms",1920,"Lavangen",4904564.752,0,22.93,1012,-5,19,62.6,1896.465,49,4904.564752,0,14
2013,"Troms",1923,"Salangen",6822275.782,1.974,63.61,2220,1,30,61.1,1900.846,51,6822.275782,1.974,13
2013,"Troms",1926,"Dyroy",6380741.451,0,181.21,1190,-4,19,60.9,1900.833,50,6380.741451,0,14
2013,"Troms",1927,"Tranoy",16636370.91,0,414.56,1514,11,15,61.5,1894.122,48,16636.37091,0,14
2013,"Troms",1928,"Torsken",8390578.843,6221.5239,832.68,880,4,17,64.1,1890.295,47,8390.578843,6221.5239,14
2013,"Troms",1929,"Berg",8481815.43,20888.0971,836.66,924,-8,23,65.8,1910.705,52,8481.81543,20888.0971,14
2013,"Troms",1931,"Lenvik",7241371.297,3131.4473,702.95,11455,1,101,66.4,1925.114,54,7241.371297,3131.4473,14
